,smiles,score,likelihood
63,c1ccc(CC2CN(CC(=C)C)CCN(Cc3ccc(Cl)cc3)C2)cc1,1.0,-28.661453
63,C1(CN2CCN(c3c(Cl)cccc3)CC2)CC1,1.0,-20.513538
63,c1(F)c(CN(CCCN2CCN(c3c(OC)cccc3)CC2)C(C)C)ccc(SCC)c1,1.0,-37.68647
63,c1c2c(ccc1)N1CCCN=C1N2CCCN1CCN(c2n(C)c(=O)n(C)c(=O)c2)CC1,1.0,-26.41659
63,Clc1ccc(C2CCN(CC3CCC=C(c4ccccc4)CC3)CC2)cc1Cl,0.9819672,-29.363047
61,c1cccc2[nH]cc(C3CCN(CCCCNS(=O)(c4c5c(cccc5)ccc4)=O)CC3)c12,0.96927804,-24.250975
61,C(CN1CCN(CC(c2ccccc2)c2ccccc2)CC1)CCN1CCN(c2ccc(F)cc2)CC1,0.9680064,-26.81615
62,Clc1cc(NC(=O)NCCN2CCOCC2)c(O)cc1,0.96615547,-22.929424
62,FC(c1cc(-n2nc(C(NCC(O)CN3CCN(c4c(Cl)c(Cl)ccc4)CC3)=O)cc2)ccc1)(F)F,0.965847,-26.798286
61,o1cc(C)c2ccc(N3CCN(CCCCN4C(=O)CCn5c(C(F)(F)F)nnc5C4)CC3)cc12,0.9613961,-31.911503
62,C1N(Cc2ccc(OC)c(OC)c2OC)CCN(CC2CC2)C1,0.95852536,-22.403263
59,c1c(N2CCN(CCCCNC(=O)c3sc4ccccc4c3)CC2)cccc1Cl,0.95822316,-22.163681
61,N12C3C(CN(Cc4ccc(Cl)cc4)CC3=N)(CC1)CCC2,0.9518773,-33.670265
61,C1N(CCCOC(=O)C(C2CC2)=O)CCN(c2ncccn2)C1,0.9498747,-27.967596
62,c1nc(N2CCCC3(CCN(Cc4sccn4)C3)C2)ccc1,0.9457959,-21.788023
60,C(CCN1CCCC1)Cn1c2cccnc2c(SCCCN)c1,0.9455315,-35.523304
62,c1c(CCCCc2sc(=N)[nH]n2)ccc(Cl)c1,0.93971443,-20.954016
60,c1ccc(-c2cc3c(o2)c(OC2CCCC2)ccc3)cc1CN1CCC(O)CC1,0.9370703,-32.366707
63,C12OCCC1(C(c1cccc(Cl)c1F)N1CCCC1)OCCC2,0.93606555,-43.465126
60,C(CCN1CCCc2c(cccc2)C1=S)CCCCN1CCN(CCCCCCCCN(CCc2ccccc2)C)CC1,0.9339478,-42.58071
