smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_binary,label_2_binary,label_3_binary,label_1_softmax,label_2_softmax,label_3_softmax,label_1_rank,label_2_rank,label_3_rank
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CCN3CCC(O)CC3)cc2)ncn1,0.06908343124212377,0.0,0.2387849234698427,0,0,0,tensor(0.3207),tensor(0.2993),tensor(0.3800),tensor(2),tensor(1),tensor(3)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,CCN=c1[nH]c(-c2ccccc2)cc(=NCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)[nH]1,0.06908343124212377,0.0,0.7029578887728657,0,0,1,tensor(0.2619),tensor(0.2444),tensor(0.4937),tensor(2),tensor(1),tensor(3)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,COc1ccc2c(c1)CCC2CCN(C)Cc1ccccc1,0.06908343124212377,0.0,0.9781997374791274,0,0,1,tensor(0.2265),tensor(0.2114),tensor(0.5622),tensor(2),tensor(1),tensor(3)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,CCc1cc(C#N)ccc1N1C(=O)C(N2CCN(CCO)CC2)C(O)C1C,0.06908343124212377,0.0,0.0,0,0,0,tensor(0.3489),tensor(0.3256),tensor(0.3256),tensor(3),tensor(1),tensor(2)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CCN3CCC(O)CC3)cc2)ncn1,CCN=c1[nH]c(-c2ccccc2)cc(=NCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)[nH]1,0.06908343124212377,0.2387849234698427,0.7029578887728657,0,0,1,tensor(0.2457),tensor(0.2912),tensor(0.4631),tensor(1),tensor(2),tensor(3)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CCN3CCC(O)CC3)cc2)ncn1,COc1ccc2c(c1)CCC2CCN(C)Cc1ccccc1,0.06908343124212377,0.2387849234698427,0.9781997374791274,0,0,1,tensor(0.2143),tensor(0.2539),tensor(0.5318),tensor(1),tensor(2),tensor(3)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CCN3CCC(O)CC3)cc2)ncn1,CCc1cc(C#N)ccc1N1C(=O)C(N2CCN(CCO)CC2)C(O)C1C,0.06908343124212377,0.2387849234698427,0.0,0,0,0,tensor(0.3207),tensor(0.3800),tensor(0.2993),tensor(2),tensor(3),tensor(1)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,CCN=c1[nH]c(-c2ccccc2)cc(=NCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)[nH]1,COc1ccc2c(c1)CCC2CCN(C)Cc1ccccc1,0.06908343124212377,0.7029578887728657,0.9781997374791274,0,1,1,tensor(0.1863),tensor(0.3512),tensor(0.4625),tensor(1),tensor(2),tensor(3)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,CCN=c1[nH]c(-c2ccccc2)cc(=NCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)[nH]1,CCc1cc(C#N)ccc1N1C(=O)C(N2CCN(CCO)CC2)C(O)C1C,0.06908343124212377,0.7029578887728657,0.0,0,1,0,tensor(0.2619),tensor(0.4937),tensor(0.2444),tensor(2),tensor(3),tensor(1)
Clc1ccccc1Cn1c(C2CCCNC2)nc2ccccc21,COc1ccc2c(c1)CCC2CCN(C)Cc1ccccc1,CCc1cc(C#N)ccc1N1C(=O)C(N2CCN(CCO)CC2)C(O)C1C,0.06908343124212377,0.9781997374791274,0.0,0,1,0,tensor(0.2265),tensor(0.5622),tensor(0.2114),tensor(2),tensor(3),tensor(1)
Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CCN3CCC(O)CC3)cc2)ncn1,CCN=c1[nH]c(-c2ccccc2)cc(=NCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)[nH]1,0.0,0.2387849234698427,0.7029578887728657,0,0,1,tensor(0.2331),tensor(0.2960),tensor(0.4709),tensor(1),tensor(2),tensor(3)
Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CCN3CCC(O)CC3)cc2)ncn1,COc1ccc2c(c1)CCC2CCN(C)Cc1ccccc1,0.0,0.2387849234698427,0.9781997374791274,0,0,1,tensor(0.2029),tensor(0.2576),tensor(0.5396),tensor(1),tensor(2),tensor(3)
Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CCN3CCC(O)CC3)cc2)ncn1,CCc1cc(C#N)ccc1N1C(=O)C(N2CCN(CCO)CC2)C(O)C1C,0.0,0.2387849234698427,0.0,0,0,0,tensor(0.3058),tensor(0.3883),tensor(0.3058),tensor(1),tensor(3),tensor(2)
Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,CCN=c1[nH]c(-c2ccccc2)cc(=NCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)[nH]1,COc1ccc2c(c1)CCC2CCN(C)Cc1ccccc1,0.0,0.7029578887728657,0.9781997374791274,0,1,1,tensor(0.1761),tensor(0.3556),tensor(0.4683),tensor(1),tensor(2),tensor(3)
Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,CCN=c1[nH]c(-c2ccccc2)cc(=NCCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)[nH]1,CCc1cc(C#N)ccc1N1C(=O)C(N2CCN(CCO)CC2)C(O)C1C,0.0,0.7029578887728657,0.0,0,1,0,tensor(0.2488),tensor(0.5025),tensor(0.2488),tensor(1),tensor(3),tensor(2)
Cn1ncc2c(N3CCC(CCN4CCCCC4)CC3)ncnc21,COc1ccc2c(c1)CCC2CCN(C)Cc1ccccc1,CCc1cc(C#N)ccc1N1C(=O)C(N2CCN(CCO)CC2)C(O)C1C,0.0,0.9781997374791274,0.0,0,1,0,tensor(0.2146),tensor(0.5708),tensor(0.2146),tensor(1),tensor(3),tensor(2)
