smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_rank,label_2_rank,label_3_rank
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,CN(C)CCCCOc1ccc(C=Cc2cc(O)cc(O)c2)cc1,tensor(0.2385),tensor(0.5383),tensor(0.2231),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,COC(=O)C1CC(C)(O)C(O)c2cc(OC)c(OC)c(OC)c21,tensor(0.2423),tensor(0.5469),tensor(0.2108),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,COc1ccccc1C12CC(=Cc3cn(S(=O)(=O)c4ccccc4)cc31)C(=NC1CCCCC1)N=N2,tensor(0.2420),tensor(0.5462),tensor(0.2117),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,Cc1cc(O)c(CCO)c2c1OC(=O)CC2,tensor(0.2412),tensor(0.5443),tensor(0.2146),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,CCOC(=O)C1CCCCN1CCC(=O)c1ccccc1,tensor(0.2421),tensor(0.5464),tensor(0.2114),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,Cc1c(Cl)ccc(C(=O)N(c2ccccc2)C2CCN(CCc3ccccc3)CC2)c1Cl,tensor(0.2206),tensor(0.4979),tensor(0.2814),tensor(1),tensor(3),tensor(2)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,CC(=O)N1CCOCC2(COCCN(C3CCCC3)C2=O)C1,tensor(0.2425),tensor(0.5473),tensor(0.2102),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,ClCCN(CCCl)c1ccc(OC(c2ccccc2)c2ccccc2)cc1,tensor(0.2417),tensor(0.5455),tensor(0.2128),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,COC(=O)C(OC(=O)c1cc(OC)c(O)c(OC)c1)C(C)(C)O,tensor(0.2426),tensor(0.5475),tensor(0.2099),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,CCc1nc2c(F)cccc2o1,tensor(0.2426),tensor(0.5474),tensor(0.2100),tensor(2),tensor(3),tensor(1)
OC(CN1CCC2(CCCCC2)CC1)C1COc2ccccc2O1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,Cn1c(N2CCOCC2)c(C=C2C(=O)Nc3ccccc32)c2ccccc21,tensor(0.2426),tensor(0.5475),tensor(0.2098),tensor(2),tensor(3),tensor(1)
