,smiles,score,likelihood
63,c1c(OCCCN2CC(NS(C)(=O)=O)CC2)cccc1,1.0,-21.897657
63,n1ccc(CN2CC(N(Cc3cn(C)nc3)C)CC2)cc1,1.0,-22.750406
63,c1cccc(N2CCN(CCCCN=C3CC(=O)CCC3)CC2)c1OC,1.0,-24.830664
60,N1(c2ccccc2OC)CCN(C(=O)C2CCCN(Cc3ccccc3)C2)CC1,0.98915917,-23.234222
61,N1(CCCSc2nnc(-c3ccc(C)cc3)s2)CCC(c2ccccc2)=CC1,0.9830508,-26.645061
62,C1N(CCN2c3n4ncnc4nc(C)c3CC2)CCN(c2c(OC)cccc2)C1,0.9772607,-22.915083
63,Cn1cc(-c2ccc(CN3CC4(CC3)CCCN4Cc3nc(C)ccc3)cc2)nn1,0.9680791,-37.191013
61,C1N(C2Cc3cccc(OC)c3CC2O)CCC(c2ccccc2)C1,0.9669739,-20.095478
61,C1N(CCOc2ccc(SC)cc2)CC(c2ccccc2)OC1,0.9626216,-27.058752
61,c1cc(Cl)ccc1C1CCN(CCCOc2cccc(OCC)c2COCC)CC1,0.953917,-38.55345
61,c1c(SCCCC)ccc(-c2c3c([nH]c(C4CC4)n3)c(Cl)cc2Cl)c1F,0.9531994,-40.290222
63,C(CCCC(O)c1ccccc1)N1CC=C(C#N)CC1,0.9513485,-31.743057
59,C1CN(c2cc(C)cc3c2OCCC3(C)C)CCN1CCCOc1cc2c(cc1)c(=O)cco2,0.94976205,-31.900375
61,C1CN(c2ccccc2)CCN1CCCOc1ccc2c(c1)CCC2,0.9457959,-19.445911
60,Fc1ccccc1CN1CCN(CC(N2CCCc3ccccc32)=O)CC1,0.9454685,-23.74348
62,Fc1ccc(-c2ncn(-c3ccc4c5c(n(C)c4c3)CC3CCCN3C5=O)c2)cc1,0.9437159,-25.305492
61,c1(-c2c(-c3ccco3)nc3c(n2)nc(C(F)(F)F)cc3N2CCN(CCO)CC2)ccccc1,0.9406042,-30.129478
60,c1(N2CCN(CCCCNC(=O)c3cc4ccccc4cc3)CC2)ccc(Cl)cc1,0.938044,-20.24272
59,c1(F)ccc(CCN2CCN(C3CCc4cccc(O)c4CC3)CC2)cc1,0.93524593,-28.516846
60,C1N(c2ccccc2)CCN(CC2NCc3ccccc3O2)C1,0.93363297,-22.07491
