,smiles,score,likelihood
63,c1c(C2CN(CCCCN3CCN(c4ccc(F)cc4)CC3)CC2)cccc1,0.6117615,-25.730495
30,c1cc(-c2nc(C3CCN(CCCN4CCN(c5ccc(F)cc5)CC4)CC3)[nH]c2)ccc1,0.61125463,-33.992184
1,c1cc(N2CCN(CCCCCCN3CCN(c4ccccc4OC)CC3)CC2)ccc1F,0.6086266,-21.308002
41,C1N(c2c(OC)cccc2)CCN(CCCCN2CCN(c3ccc(F)cc3)CC2)C1,0.6078419,-22.66946
2,C1CN(CCCCCCN2c3ccccc3CCc3ccccc32)CCN1c1ccc(F)cc1,0.60738593,-23.861246
44,N1(CCCCN2CCN(c3cccc(Cl)c3Cl)CC2)CCN(c2ccc(F)cc2)CC1,0.6069149,-22.75632
13,C1N(CCCCC2CCCc3ccccc32)CCN(c2ccc(F)cc2)C1,0.6056462,-21.722303
38,C1CN(CCCCCN2c3c(cccc3)CCc3ccccc32)CCN1c1ccc(F)cc1,0.60561174,-22.908789
23,C1N(CCCN2CCN(c3c(OC)cccc3)CC2)CCN(c2ccc(F)cc2)C1,0.60534775,-20.372335
30,N1(CCCCCN2CCN(c3c(Cl)c(Cl)ccc3)CC2)CCN(c2ccc(F)cc2)CC1,0.60513866,-24.71155
28,C1CN(c2ccc(F)cc2)CCN1CCCCCN1CCN(c2ccccc2OC)CC1,0.6051289,-24.924397
53,N1(CCCCN2CCN(c3c(OC(C)C)cccc3)CC2)CCN(c2ccc(F)cc2)CC1,0.6047081,-25.534792
21,C1N(CCCN2c3ccccc3CCc3c2cccc3)CCN(c2ccc(F)cc2)C1,0.60331327,-22.389843
26,C1N(CCCCN2c3ccccc3CCc3c2cccc3)CCN(c2ccc(F)cc2)C1,0.60266095,-24.46722
16,C1CN(CCCCCCN2c3ccccc3CCc3ccccc32)CCN1CCN1CCN(c2ccc(F)cc2)CC1,0.6026349,-37.29563
52,C1CN(CCCN2c3ccccc3CCC2)CCN1c1ccc(F)cc1,0.60242486,-23.818811
7,C1N(CCCCN(CCC)C2CCc3ccccc3C2)CCN(c2ccc(F)cc2)C1,0.60177666,-27.098888
13,c1cccc(C2CCN(CCCCCN3CCN(c4ccc(F)cc4)CC3)CC2)c1,0.60156274,-27.615168
57,C1N(CCCN2CCN(c3ccc(F)cc3)CC2)CCN(C2CCCCC2)C1,0.6009753,-24.716015
60,N1(CCCN2CCN(CCCN3CCN(c4ccc(F)cc4)CC3)CC2)CCN(c2ccccc2OC)CC1,0.60087687,-31.17194
