,smiles,score,likelihood
38,c1ccc(OC)c(N2CCN(CCCNC(=O)c3onc(-c4ccncc4)n3)CC2)c1,1.0,-22.40031
29,C1N(CCCCCCN2CCC(c3c4ccccc4[nH]c3)CC2)CCN(c2ccccc2OC(C)C)C1,1.0,-28.949738
25,C1C(c2ccc(Cl)cc2)CN(CCCCCCN2CCN(c3ccccc3OCCCCCN3CCN(c4ccccc4OCCF)CC3)CC2)C1,1.0,-53.179943
60,c1c2c(ccc1)CCCCN2Cc1occ(C(NC2CCN(CCCCCCCCCN3CCN(c4ccccc4OCCF)CC3)CC2)=O)c1,1.0,-49.88321
25,C1CN(CCCCCCN2CCC(c3c4c([nH]c3C#N)ccc(Cl)c4)C2)CCN1c1ccccc1OC(C)C,1.0,-40.79885
52,C1CN(CCCCCCN2CCC(c3c4c([nH]c3C)ccc(Cl)c4)C2)CCN1c1c(Cl)c(Cl)ccc1,1.0,-33.62543
58,C1CC1N1CCN(c2ccc3c(c2)Cc2c(cccc2OCCCCN2CCN(c4cccc(Cl)c4Cl)CC2)C3)CC1,1.0,-45.014267
44,c12ccc(Cl)cc1CCc1c(nccc1)C2N1CCN(CCCCN2CCN(c3ccccc3OC(C)C)CC2)CC1,1.0,-34.306686
56,c1(OCCCCCCN2CCN(c3ccccc3OCCF)CC2)ccc2c(c1)NC(=O)CC2,1.0,-26.414547
58,C1N(CCCCN2CCC(c3cc4ccccc4cc3)CC2)CCN(c2cccc(Cl)c2Cl)C1,1.0,-28.1074
35,C1N(CCCCCCN2CCCCC2)C(CCCCOCCCN2CCN(c3ccccc3OCCF)CC2)c2c(cccc2)C1,1.0,-52.65596
56,C1(NC(OCC=CCN2CCN(c3cc(Cl)ccc3)CC2)=O)CCN(CCCCCCN2CCN(c3ccccc3OCCF)CC2)CC1,1.0,-50.842827
4,c1(C2CCN(C3CCC(NC(=O)CCCCCCN4CCN(c5ccccc5OCCF)CC4)CC3)CC2)c2ccccc2[nH]c1,1.0,-41.8108
3,N1C(CCCCCN2CCN(c3ccccc3OCCF)CC2)c2ccccc2CC1,1.0,-31.554626
36,c1ccc2c(c1)CCN1C2CCN(CCCCCN2CCN(c3ccccc3OCCF)CC2)CC1,1.0,-38.18316
41,C1CNCCN1c1ccc(C(C=Cc2ccc(OCCCCN3CCN(c4ccccc4OCCF)CC3)cc2)=O)cc1,1.0,-41.15719
53,C1N(CCCCCCN2CCC(c3c4cc(CCCCCC)ccc4[nH]c3)CC2)CCN(c2ccccc2OCCF)C1,1.0,-37.41632
1,C1N(CCCCCN2CCC(c3c4cc(Cl)ccc4[nH]c3)CC2)CCN(c2ccccc2OCCF)C1,1.0,-33.428097
32,c1c2c(cc(C3CN(CCCCCCCCN4CCN(c5ccccc5OCCF)CC4)CC3)c1)OCO2,1.0,-40.036858
49,C1CN(C2CCN(CCCCCCCCCCN3CCN(c4ccccc4OCCF)CC3)CC2)Cc2cccc(OCCCCCCCCCCCCCCCCCCCCCCCCCC)c21,1.0,-59.42205
