smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_binary,label_2_binary,label_3_binary,label_1_softmax,label_2_softmax,label_3_softmax,label_1_rank,label_2_rank,label_3_rank
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,OC(COc1ccc(CCCOc2cccc(C#Cc3ccccc3)c2)cc1)CN1CCCC1,c1cncc(-c2ccc3cccc(-c4ccnn4C4CCSCC4)c3c2)c1,0.0005744538994102086,0.5175130540154483,0.0,0,1,0,tensor(0.2720),tensor(0.4561),tensor(0.2719),tensor(2),tensor(3),tensor(1)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,OC(COc1ccc(CCCOc2cccc(C#Cc3ccccc3)c2)cc1)CN1CCCC1,N#Cc1cncc(N2CCNCC2)c1,0.0005744538994102086,0.5175130540154483,0.0,0,1,0,tensor(0.2720),tensor(0.4561),tensor(0.2719),tensor(2),tensor(3),tensor(1)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,OC(COc1ccc(CCCOc2cccc(C#Cc3ccccc3)c2)cc1)CN1CCCC1,CCC(COC(=O)c1ccccc1)=C1CCN(C)CC1,0.0005744538994102086,0.5175130540154483,0.05137423220972921,0,1,0,tensor(0.2682),tensor(0.4497),tensor(0.2821),tensor(1),tensor(3),tensor(2)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,OC(COc1ccc(CCCOc2cccc(C#Cc3ccccc3)c2)cc1)CN1CCCC1,O=C(COC(O)c1n[nH]c(=O)c2ccc(F)cc12)N1CCc2ccccc2C1,0.0005744538994102086,0.5175130540154483,0.0,0,1,0,tensor(0.2720),tensor(0.4561),tensor(0.2719),tensor(2),tensor(3),tensor(1)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,OC(COc1ccc(CCCOc2cccc(C#Cc3ccccc3)c2)cc1)CN1CCCC1,CCn1cc(C(=O)NCC=CCN2CCN(c3cccc(Cl)c3Cl)CC2)c(=O)c2ccccc21,0.0005744538994102086,0.5175130540154483,0.8274948271465092,0,1,1,tensor(0.2015),tensor(0.3379),tensor(0.4606),tensor(1),tensor(2),tensor(3)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,OC(COc1ccc(CCCOc2cccc(C#Cc3ccccc3)c2)cc1)CN1CCCC1,Cc1cc(NC(=O)Nc2ccccc2)ccc1N1CCN(C(=O)CC2CCCc3ccccc32)CC1,0.0005744538994102086,0.5175130540154483,0.0,0,1,0,tensor(0.2720),tensor(0.4561),tensor(0.2719),tensor(2),tensor(3),tensor(1)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,c1cncc(-c2ccc3cccc(-c4ccnn4C4CCSCC4)c3c2)c1,N#Cc1cncc(N2CCNCC2)c1,0.0005744538994102086,0.0,0.0,0,0,0,tensor(0.3335),tensor(0.3333),tensor(0.3333),tensor(3),tensor(1),tensor(2)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,c1cncc(-c2ccc3cccc(-c4ccnn4C4CCSCC4)c3c2)c1,CCC(COC(=O)c1ccccc1)=C1CCN(C)CC1,0.0005744538994102086,0.0,0.05137423220972921,0,0,0,tensor(0.3277),tensor(0.3275),tensor(0.3448),tensor(2),tensor(1),tensor(3)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,c1cncc(-c2ccc3cccc(-c4ccnn4C4CCSCC4)c3c2)c1,O=C(COC(O)c1n[nH]c(=O)c2ccc(F)cc12)N1CCc2ccccc2C1,0.0005744538994102086,0.0,0.0,0,0,0,tensor(0.3335),tensor(0.3333),tensor(0.3333),tensor(3),tensor(1),tensor(2)
CCN=c1nc2c(c[nH]1)c(-c1ccc(F)cc1Cl)nn2CC1CCNCC1,c1cncc(-c2ccc3cccc(-c4ccnn4C4CCSCC4)c3c2)c1,CCn1cc(C(=O)NCC=CCN2CCN(c3cccc(Cl)c3Cl)CC2)c(=O)c2ccccc21,0.0005744538994102086,0.0,0.8274948271465092,0,0,1,tensor(0.2333),tensor(0.2332),tensor(0.5335),tensor(2),tensor(1),tensor(3)
