,smiles,score,likelihood
62,c1cc2nccn2c(-c2ccccc2)c1-c1ccccc1,0.9918033,-22.07278
63,c12c(ccc(C)c1)[nH]c(=NNC(=O)c1cccnc1)s2,0.9808743,-23.620407
60,c1c(-n2ccnc2)ccc(NC(c2cnc(C)cn2)=O)c1,0.9772607,-23.70324
62,[O-][N+](=O)c1c[n+]([O-])c2c(cccn2)c1,0.97593445,-22.195189
62,N1(Cc2ccc(-c3c(C(O)=O)ccc(C(NC(CCSC)C(=O)OC(C)(C)C)=O)c3)cc2)c2ccccc2CCCC1,0.9748634,-35.15624
62,C1C(Cn2c3nc(=NCC)[nH]cc3c(-c3c(Cl)cc(F)cc3)n2)CCNC1,0.97382337,-28.64439
63,c1cc(CNCc2cn(-c3ccccc3)cn2)sc1C,0.9734463,-26.32532
62,O=C(Nc1c(N2CCN(C(=O)C)CC2)cccc1)CSc1nc2c(c3ccccc3n2CCC)nn1,0.9704918,-32.51201
61,n1ccsc1-c1cc(=Nc2ccc(C)cc2)nc(C)[nH]1,0.96518177,-27.191174
61,c1(C(=O)OCC(=C2CCN(C)CC2)CC)ccccc1,0.96492577,-29.215452
62,C(N1c2c(cccc2)N(CCC(C)C)CC(NC(C(C)NC)=O)C1=O)C(NC(C#Cc1ccc(NC)cc1)=O)C(OCC)=O,0.96492577,-47.75697
60,c1c2c(C(OCC(N3CCc4ccccc4C3)=O)O)n[nH]c(=O)c2ccc1F,0.9635593,-35.687325
61,C1CCC2C(NCCSC)C1CCC2,0.9592808,-23.643147
60,C(c1c(C)nn(CC)c1)(Nc1c(C)n(Cc2c(F)c(F)c(F)c(F)c2F)c(C)c1)=O,0.95545316,-30.33403
60,c1c2c(c(=O)c(C(=O)NCC=CCN3CCN(c4cccc(Cl)c4Cl)CC3)cn2CC)ccc1,0.9513661,-29.83463
58,N1(Cc2c(C)oc(-c3cc(C)ccc3)n2)CCOC(Cn2nccc2)C1,0.9483051,-25.490803
60,c1c2c(ncnc2N(C)C)oc1C,0.9457959,-21.501007
63,c1cc2c([nH]c1=O)c(C(=O)NC(C)(C)C)cn2CCC,0.9383924,-32.8731
57,c1(NC(=O)c2c(OCC3CCCO3)cc(N3CCN(C)CC3)cc2)cc(C(F)(F)F)cc(C(F)(F)F)c1,0.9365415,-30.985756
59,c1cc2c(cc1)nc1n2c2c(cccc2)nc1N1CCNCC1,0.9364407,-23.929806
