,smiles,score,likelihood
40,C(CN1CCN(c2ccc(Cl)cc2)CC1)Oc1cccc2c1CCN2CCCN(CCC)C1CCc2c(cc(O)cc2)C1,0.9999795,-40.58409
30,C(CCC(N1CCN(CCCN(CCC)C2CCc3c(cccc3O)C2)CC1)CNC)CCN1CC(Cc2ccccc2)N(CCCCC2CCCCC2)CC1,0.9999703,-55.132534
50,c1c(-c2c(C3CCCN(CCCCN(CCC)C4CCc5c(O)cccc5C4)CC3)cccc2)cccc1,0.9998803,-34.933983
36,c1c2c(nc(C(SCCCN3CCCN(c4ccc(Cl)cc4)CC3)N3CCN(CCCCCCNC(C=Cc4ccc(Cl)c(Cl)c4)=O)CC3)s2)ccc1,0.9998543,-53.385506
18,C(N1CCN(CCCN(CCC)C2CCc3c(cccc3O)C2)CC1)C1CC1,0.9997234,-28.819124
53,C1CC(c2ccccc2)(CNC2CCN(CCCN(C3CCc4c(cccc4O)C3)CCC)CC2)CC1,0.99969566,-38.233475
9,C(CCCCCN1CCN(CCCCN(C2CCc3c(cccc3O)C2)CCC)C1)CCN1CCCCC1,0.9996402,-30.770718
10,Fc1ccccc1C(N1CCN(CCCN(CCC)C2CCc3c(cccc3O)C2)CC1)CN1CCN(CC2CCCCCCC2)CC1,0.99962807,-44.616463
46,C(CN(CCCCCCN1CCCC1)C1CCc2c(cccc2O)C1)CCCN1CCCCC1,0.9995919,-36.11885
30,C1CCCCN1CCCOc1cccc2c1N(CCCN1CCC(NC(c3ccc(Cl)cc3)=O)CC1)CCC2,0.9994537,-39.095764
60,C1CN2CCN(CCc3c[nH]c4ccccc43)CC2CN1CCCCN1CCN(c2ccc(F)cc2OCCF)CC1,0.9993806,-47.746395
40,CNCCCCN(CCCCN1CCCCC1)C1CCc2c(cccc2O)C1,0.9993345,-32.43082
13,C1C(NCc2c(OCC)ccc(Cl)c2)CCN(CCCN(C2CCc3c(cccc3O)C2)CCC)C1,0.999132,-32.545906
13,C1CC2CN(CCCN(CCC)C3CCc4c(O)cccc4C3)CC1CC2,0.99912196,-24.106176
35,C1N(CCCCN2CCN(c3nc(C(C)(C)C)nc(C(F)(F)F)c3)CC2)CCN(c2ccc(F)cc2OCCF)C1,0.9991122,-27.369034
2,N1(CCCCN2CCN(c3nc(C(C)(C)C)nc(C(F)(F)F)c3)CC2)CCN(c2c(Cl)c(Cl)ccc2)CC1,0.99904233,-22.218336
12,c1c2c(ccc1)CCN2CCCN1CCCN(c2c(Cl)c(Cl)ccc2)CC1,0.99870217,-26.924847
24,C1CN(CCCCN2c3c(cccc3)CCC2=O)CCN1c1cccc(Cl)c1Cl,0.9986909,-22.404041
61,c1c(N2CCN(CCCCN3Cc4c(cc(Cl)cc4)CC3)CC2)c(OC)ccc1,0.9986772,-28.138916
42,C1CCCCC1NCCCN1CCN(CCCN(CCCN2CCN(c3c(Cl)c(Cl)ccc3)CC2)CCC)CC1,0.99848723,-36.969563
