smiles_1,smiles_2,label_1_proba,label_2_proba,label_1_binary,label_2_binary,compare_proba,compare_binary
OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,0.24275421341259332,0.9762132821300163,0.0,1.0,0.32443611805729333,0.0
OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,0.24275421341259332,0.9953781572461633,0.0,1.0,0.3202498256090878,0.0
OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,0.24275421341259332,0.9578130692334842,0.0,1.0,0.32848198313417104,0.0
OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,Clc1cccc(N2CCN(CCc3ccc(CN4CCCCC4)cc3)CC2)c1,0.24275421341259332,0.9907188747084454,0.0,1.0,0.32126495258076115,0.0
OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,OC1(c2ccc(Cl)cc2)CCN(CCCCc2c[nH]c3ccccc23)CC1,0.24275421341259332,0.9999999749918932,0.0,1.0,0.3192445396361376,0.0
OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,O=C(NCCCCN1CCN(c2cc3[nH]c(=O)c(=O)[nH]c3c3c2OCC3)CC1)c1ccc(F)cc1,0.24275421341259332,0.9034607362166894,0.0,1.0,0.34058091886396125,0.0
OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,O=c1sc2ccccc2n1CCCCN1CCN(c2ccccc2Cl)CC1,0.24275421341259332,0.9694017377109888,0.0,1.0,0.32593083582672605,0.0
COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,0.9762132821300163,0.24275421341259332,1.0,0.0,0.6755638819427067,1.0
COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,0.9762132821300163,0.9953781572461633,1.0,1.0,0.49520892786377946,0.0
COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,0.9762132821300163,0.9578130692334842,1.0,1.0,0.5045999234426888,1.0
COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,Clc1cccc(N2CCN(CCc3ccc(CN4CCCCC4)cc3)CC2)c1,0.9762132821300163,0.9907188747084454,1.0,1.0,0.49637366544059397,0.0
COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,OC1(c2ccc(Cl)cc2)CCN(CCCCc2c[nH]c3ccccc23)CC1,0.9762132821300163,0.9999999749918932,1.0,1.0,0.49405360715765784,0.0
COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,O=C(NCCCCN1CCN(c2cc3[nH]c(=O)c(=O)[nH]c3c3c2OCC3)CC1)c1ccc(F)cc1,0.9762132821300163,0.9034607362166894,1.0,1.0,0.518180118340033,1.0
COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,O=c1sc2ccccc2n1CCCCN1CCN(c2ccccc2Cl)CC1,0.9762132821300163,0.9694017377109888,1.0,1.0,0.5017028795207007,1.0
O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,0.9953781572461633,0.24275421341259332,1.0,0.0,0.6797501743909122,1.0
O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,0.9953781572461633,0.9762132821300163,1.0,1.0,0.5047910721362205,1.0
O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,0.9953781572461633,0.9578130692334842,1.0,1.0,0.5093901677956146,1.0
O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,Clc1cccc(N2CCN(CCc3ccc(CN4CCCCC4)cc3)CC2)c1,0.9953781572461633,0.9907188747084454,1.0,1.0,0.5011648185271848,1.0
O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,OC1(c2ccc(Cl)cc2)CCN(CCCCc2c[nH]c3ccccc23)CC1,0.9953781572461633,0.9999999749918932,1.0,1.0,0.4988445476203875,0.0
O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,O=C(NCCCCN1CCN(c2cc3[nH]c(=O)c(=O)[nH]c3c3c2OCC3)CC1)c1ccc(F)cc1,0.9953781572461633,0.9034607362166894,1.0,1.0,0.5229631898934531,1.0
O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,O=c1sc2ccccc2n1CCCCN1CCN(c2ccccc2Cl)CC1,0.9953781572461633,0.9694017377109888,1.0,1.0,0.5064937397371375,1.0
Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,0.9578130692334842,0.24275421341259332,1.0,0.0,0.671518016865829,1.0
Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,COc1ccccc1N1CCN(CCCN2CCN(c3ccc(Cl)cc3)CC2)CC1,0.9578130692334842,0.9762132821300163,1.0,1.0,0.4954000765573113,0.0
Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,O=C(CCCCN1CCN(c2ccccc2OCCF)CC1)NC1CCCc2ccccc21,0.9578130692334842,0.9953781572461633,1.0,1.0,0.4906098322043853,0.0
Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,Clc1cccc(N2CCN(CCc3ccc(CN4CCCCC4)cc3)CC2)c1,0.9578130692334842,0.9907188747084454,1.0,1.0,0.4917742908455609,0.0
Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,OC1(c2ccc(Cl)cc2)CCN(CCCCc2c[nH]c3ccccc23)CC1,0.9578130692334842,0.9999999749918932,1.0,1.0,0.48945483748025903,0.0
Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,O=C(NCCCCN1CCN(c2cc3[nH]c(=O)c(=O)[nH]c3c3c2OCC3)CC1)c1ccc(F)cc1,0.9578130692334842,0.9034607362166894,1.0,1.0,0.5135847391095433,1.0
Nc1ccccc1C(=O)NCCCCN1CCN(c2cccc3ccccc23)CC1,O=c1sc2ccccc2n1CCCCN1CCN(c2ccccc2Cl)CC1,0.9578130692334842,0.9694017377109888,1.0,1.0,0.49710286530365005,0.0
Clc1cccc(N2CCN(CCc3ccc(CN4CCCCC4)cc3)CC2)c1,OCC1CNCCN1CCCN1CCN(c2ccc(Cl)cc2)CC1,0.9907188747084454,0.24275421341259332,1.0,0.0,0.6787350474192388,1.0
