,smiles,score,likelihood
20,C1CC(c2c(C)cc(Cl)cc2)(O)CCN1CCCCc1c[nH]c2ccc(OC)cc12,1.0,-29.483713
13,C(N)(N)=Nc1cc2onc(N3CCN(C)CC3)c2cc1,1.0,-27.69048
0,C(c1ccc(F)cc1)(C1CN(Cc2cc(OC(C)C)ccc2)CCC1)=O,1.0,-25.08717
26,c1(N2CCN(CCCNC(c3cc(-c4ccccc4)cc(CC)c3)=O)CC2)cccc(Cl)c1,1.0,-29.61233
22,C1N(C(=O)OC(C)(C)C)CCN(Cc2cc(CN3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2)C1,1.0,-29.459688
13,C1OCC1N1CCN(c2cccc3c2oc(Cl)n3)CC1,1.0,-30.468735
18,N1(Cc2ccc(Cl)cc2)CCN(Cc2cc(O)c(O)cc2)CC1,1.0,-23.210491
1,C(CN1CCN(c2ccccc2OC)CC1)CCNC(c1ccccc1Nc1ccc2c(C=Cc3ncccc3)[nH]nc2c1)=O,1.0,-23.761955
1,c1cccc(COCCN2CCN(c3cccc(OC)c3)CC2)c1,1.0,-22.373436
6,C1(=O)N(Cc2nc(-c3cc(C(Nc4ccc5c(c4)CCN(C)C5)=O)ccc3)on2)CCCCC1,1.0,-37.00204
20,c1c2c(ccc1)CCc1ccc(Cc3ccccc3)cc1N2CCCN1C(C)CCC1,1.0,-31.116924
16,c1c(O)c(O)cc2c1CCN(C)c1c(c(O)c(O)c(C=O)c1)C2=O,1.0,-33.433647
24,C1CN(c2sccn2)CCN1Cc1ncccc1,1.0,-21.723654
12,O=S(N)(=O)c1cc(N2CCc3ccccc3C2)ccc1,1.0,-26.359867
24,c1cc(N2CCN(CCNCc3ccco3)CC2)ccc1F,1.0,-23.11412
6,C1CCc2c(cccc2)N1CC(=O)NNC(c1cccc(F)c1)=O,1.0,-26.55421
31,COc1c2cnn(CCCN3CCC(Cc4c[nH]c5ccc(F)cc54)CC3)c2ccc1,1.0,-32.44705
19,c1ccc2c(c1)CC1C(C=CCN3CCCC3)N(C(OCC)=O)C(=O)CN21,1.0,-43.52536
30,c1c2cc(C3CCN(C)CC3)[nH]c2c(OCc2c(F)cccc2)cc1,1.0,-25.227036
30,c1c(C(Nc2ccc(-c3cccc(-c4[nH]c5cc(F)ccc5n4)c3)cc2)=O)cccc1CN1CCN(C)CC1,1.0,-29.468504
