,smiles,score,likelihood
1,c1c(N2CCN(CCCCn3c(=O)ccc(-n4cc(C)cn4)n3)CC2)cccc1OC,1.0,-26.421284
21,c1c(C)c(N2CCN(CCn3c(=O)c4c([nH]c3=O)[nH]c3c4cc(Cl)cc3)CC2)ccc1,1.0,-26.62323
20,O=C(N=NC(c1cccc(F)c1)=O)c1ccc2c(c1)CCC(=O)N2,1.0,-31.595222
23,C(c1c(Cl)c(Cl)cc(Cl)c1)C(C(NCCN1CCN(c2c(OCCN3CCCCC3)cccc2)CC1)=O)N,1.0,-40.87003
27,C1CCN(Cc2cc(Cl)ccc2)CC1,1.0,-18.734201
6,c1(C=C2C(=O)Nc3c2ccc(Cl)c3)ccc(C(=O)NC2CCN(Cc3ccccc3)CC2)o1,1.0,-27.139675
6,O=[N+]([O-])c1cc2c(nc1)n(CCOCCN1CCCCC1)c1ccccc12,1.0,-32.35354
8,c1(N2CCN(Cc3[nH]ccn3)CC2)ccc(C)nn1,1.0,-20.712734
22,c1n(-c2cc(NCCN3CCCC3)ccc2)ccc1,1.0,-26.467838
6,c1(=NCCCN)[nH]c(=NCCCCCCCCCCCCN=c2cc[nH]c3cc(Cl)ccc23)[nH]c(=NCCCCN2C(=O)c3c(cc(C(F)(F)F)c(N)c3)CC2)[nH]1,1.0,-51.7992
15,O=C(N1CCN(c2cccc(Cl)c2)CC1)CN1CCN(c2cccc(C)c2C)CC1,1.0,-24.08875
2,c12nc(C)nc(C)c1cnn2-c1c(C)nc(N2CCN(CC)CC2)cc1,1.0,-35.807533
0,C(N1CCN(c2cc(Cl)ccc2C)CC1)CCCNC(c1cnccn1)=O,1.0,-24.875362
15,C1CN(c2ccccc2O)CCN1CCCCc1nc2ccccc2nc1-c1ccccc1,1.0,-25.595638
12,c12cc(OCCCN3CCN(C)CC3)c(OC)cc1cc1[nH]c(=O)[nH]c1n2,1.0,-24.14791
1,C(CN1CCCCCC1)COc1cc(NC(=O)NC23CC4CC(CC(C2)C4)C3)ccc1,1.0,-23.585024
6,O(c1ccc(N2CCN(CCCCn3c4n(cc3C)c3nc(OC)ccc4n3)CC2)cc1)C,1.0,-32.130905
15,c1c2c(ccc1)CC(CC(=O)NC1CCN(CCC=C(C)C)CC1)N2C(Cc1ccc(Cl)c(Cl)c1)=O,1.0,-33.39193
14,C(#N)c1c(-c2ccc(C3C4CN(C(=O)CCN5CCCCC5)CC4C(=O)C3)s2)cccc1,1.0,-38.284733
2,C(N1CCN(c2cccc(Cl)c2)CC1)CCNC(=O)c1ccc(COc2ccc(C(C)(C)C)cc2)cc1,1.0,-26.897917
