smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_rank,label_2_rank,label_3_rank
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,CCOC(=O)C1CN(CC(=O)N2CCn3c2nc2cccnc23)CCN1,tensor(0.3428),tensor(0.3322),tensor(0.3250),tensor(3),tensor(2),tensor(1)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,CN(C)C1=NCCN1CC1CCCCC1,tensor(0.3439),tensor(0.3332),tensor(0.3229),tensor(3),tensor(2),tensor(1)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,CCCCCN1CCC(CNC(=O)c2[nH]nc3ccccc23)CC1,tensor(0.3095),tensor(0.2999),tensor(0.3907),tensor(2),tensor(1),tensor(3)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,CN=c1[nH]c(=Nc2cnccc2C2CC2)[nH]cc1C(F)(F)F,tensor(0.3416),tensor(0.3310),tensor(0.3273),tensor(3),tensor(2),tensor(1)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,O=C(NCCCN1CCCC1)c1cc([N+](=O)[O-])ccc1Cl,tensor(0.3376),tensor(0.3271),tensor(0.3353),tensor(3),tensor(1),tensor(2)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,O=C(O)CC1(c2ccc(C3CCCCC3)cc2)Oc2c(O)[nH]c(O)c2N1c1cccc(O)c1,tensor(0.3390),tensor(0.3284),tensor(0.3326),tensor(3),tensor(1),tensor(2)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,CN(C)c1ccc(-c2cccc(=NCCO)[nH]2)cc1,tensor(0.3442),tensor(0.3335),tensor(0.3222),tensor(3),tensor(2),tensor(1)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,CCSC1SC(=O)C(SC(C)C)C1C1ON(C)CCc2c(O)cccc21,tensor(0.3441),tensor(0.3334),tensor(0.3225),tensor(3),tensor(2),tensor(1)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,CCCCCCC=CCCOc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,tensor(0.3439),tensor(0.3332),tensor(0.3229),tensor(3),tensor(2),tensor(1)
COc1c(N2CCCNCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,CCCCN=c1[nH]c(=NCCCN2CCOCC2)[nH]c2c1cnn2C,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(C=CC(=O)N2CC(O)CC2C(=O)O)c1,tensor(0.3441),tensor(0.3334),tensor(0.3224),tensor(3),tensor(2),tensor(1)
