,smiles,score,likelihood
63,C1c2ccc(Cl)cc2CC2N1NC(=O)N=C2C1CC1,1.0,-34.70073
63,c1(F)ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)cc1,1.0,-20.959019
62,c1ccccc1C(=O)CCCCN1CCC(Nc2cc(Cl)ccc2)CC1,0.9899524,-25.840294
62,C1CC(c2c3c(cncc3)[nH]c2)CCN1CCCCCNC(=O)C=Cc1ccc(C(F)(F)F)cc1,0.9810548,-27.452837
62,FC(c1cccc(N2CCN(CC#CCOc3ccc(C(F)(F)F)cc3)CC2)c1)(F)F,0.9743984,-26.379433
61,C1CN(CCCCN=c2c3ccc(Cl)cc3[nH]cc2)CCC1,0.9736303,-21.883
62,O=S(N1CCCCC(Cc2ccccc2)C1)(c1c(Cl)cc(CCCN2CCN(C)CC2)cc1Cl)=O,0.9719725,-32.94508
61,C(c1ccccc1)C1(c2cc(O)ccc2)CN(CC2CC2)CC1,0.97062147,-23.909187
62,N=c1[nH]cc(Cc2cc(Cl)c(Oc3cc(CN4CCCC4)ccc3)c(Cl)c2)c(=N)[nH]1,0.970386,-32.46253
61,c1ccccc1C(C#N)(c1ccccc1)CCCN1CCN(CC(OC(C)C)c2ccccc2)CC1,0.96502733,-26.271225
62,O(c1c(N2CCN(Cc3sccc3)CC2)cccc1)C,0.9647541,-19.911514
61,c1cc(Cl)cc(OCC(C2CC2)=O)c1,0.9621893,-23.800592
62,c1ccc(CCC(c2ccccc2OCCCN2CCCCC2)=O)cc1,0.9616605,-21.862766
61,N1(CCCCc2ccccc2)CCCCC1,0.96006143,-17.827908
56,C1(Cc2ccccc2)CCN(CCCN(C)C)CC1,0.9510841,-19.036732
61,C1N(c2nc(Cl)cnc2)CCN(CCCOc2cc3c(cc2)nc2n(c3=O)CCC2)C1,0.9472606,-31.074669
62,c12ccccc1n(C)c(C1CN(c3nc(F)ccc3)CCC1)n2,0.9457959,-24.386662
57,c1cccc(COC(=O)N2CCN(CCCOc3ccc(-c4nc5ccccc5s4)cc3)CC2)c1,0.9401639,-24.388805
59,c1cc(C2(C)ON=C(c3ccc(Cl)cc3)O2)ccc1OC(F)(F)F,0.937276,-25.030266
62,c1cc(CN2CCN(Cc3n(CCC)c4c(n3)cccc4)CC2)ccc1,0.9367232,-22.296257
