,smiles,score,likelihood
31,c1c2n(CC=C)c(SCC(=O)c3cc4c(cc3)OCC(=O)N4)nc2ccc1,1.0,-25.045765
29,CCN(CC)C(NCCc1nc2c(ncc(Br)c2)[nH]1)=O,0.9827957,-27.389168
28,C(C1C(O)C(O)C(n2cnc3c(-c4sc(-c5ccccc5)cn4)ncnc32)O1)O,0.9548387,-28.916864
31,C1C2[N+](C)(C)C(CC2)CC1(C=C1c2cc(F)ccc2CCc2ccccc21)Cc1ccccc1,0.93333334,-38.728844
30,c12c(ccc(C=O)c1)C(Cl)=C(C=C)CO2,0.91612905,-29.117382
26,c1c(-c2ccc3n(cnn3)n2)ccc(N)c1,0.9150538,-20.553785
30,N(c1cnn(C)c1C1CCC(N)C(F)CO1)C(c1nc(-c2c(F)cccc2F)sc1N)=O,0.9139785,-19.116335
30,C(C)Oc1ccc(N2CC(Oc3ccc(C(NC(CO)C)C)cc3)C2)cc1F,0.90645164,-30.480717
30,OC1(CC(O)=O)c2c(c(C(F)(F)F)cc(-c3ccccc3C#N)c2)CC1,0.9053763,-31.354328
29,c1(CC(C(C2(C)OC2)O)O)ccc(C)cc1,0.8990148,-23.779364
24,c1(Oc2[nH]c(Oc3cc(C#N)cc(Cl)c3)c(F)c(=N)n2)cc2[nH]c(=Nc3ccc(C)cc3)n(Cc3ccc(Cl)cc3)c2cc1F,0.8817204,-50.01944
30,c1c(F)c(N2CCN(C(CCC(NC(C(NC(=O)c3ccc(S(=O)(=O)N)cc3)Cc3ccc(O)cc3)=O)=O)c3ccccc3)CC2)ccc1,0.88054186,-42.03181
29,C1CC1NC(=O)c1c(-n2c(C)ccc2C)scc1,0.87096775,-25.507744
22,C1c2c(cnc3n2ncn3)C(c2ccccn2)N(C(=O)c2cc(C)cc(C)c2)C1,0.86774194,-39.202785
30,c12n(cnn1)nc(COc1ccc(F)cc1)cc2,0.86774194,-22.615862
30,O=c1n(CC(C)(C)O)c2c(cc(C(F)(F)F)c(-n3ccnc3)c2)[nH]c1=NC,0.864532,-38.180298
31,c1(NC2S(=O)(=O)CCc3cnc4ccc(C=CC(Nc5ccccc5N)=O)cc4c32)ccccc1C,0.8586207,-47.72101
29,c12c(cccc1)Cc1c-2cc(CO)o1,0.85698926,-21.413025
25,C1(Cn2c(C)nc(C)n2)CN(CC(N(Cc2ccccc2C)CC)=O)CCC1,0.8494624,-29.339
28,c1(C)nc(CSCC(=O)Nc2scc(-c3ccccc3)c2C(OCC)=O)cs1,0.84391534,-29.517773
