Step,Scaffold,SMILES,Human-Component,raw_Human-Component,total_score,ID
0.0,N=C1NC(c2ccccc2)CO1,COc1ccc(C2COC(=N)N2)c(F)c1,0.48372554779052734,0.48372554779052734,0.48372554779052734,fine-tune predictive component HITL_0
0.0,,CN(C)C(=S)S,0.48287227749824524,0.48287227749824524,0.48287227749824524,fine-tune predictive component HITL_1
0.0,C(=Cc1ccccc1)c1ccccc1,COc1cc(C=C(C)c2ccc(O)c(O)c2)cc(OC)c1OC,0.482084721326828,0.482084721326828,0.482084721326828,fine-tune predictive component HITL_2
0.0,C1=C(CNCC(Cn2cncn2)c2ccccc2)C2CC(C1)C2,CN(CC1=CCC2CC1C2(C)C)CC(O)(Cn1cncn1)c1ccc(F)cc1F,0.4798613488674164,0.4798613488674164,0.4798613488674164,fine-tune predictive component HITL_3
0.0,c1ccc(CCC2Cc3ccccc3O2)cc1,Oc1cc2c(cc1Br)OC(CCc1ccccc1)C2,0.479099839925766,0.479099839925766,0.479099839925766,fine-tune predictive component HITL_4
0.0,c1ccc(C(c2ccccc2)N2CC3CCCC2C3)cc1,CC1(C)CC2CC(C)(CN2C(c2ccccc2)c2ccccc2)C1,0.4777219295501709,0.4777219295501709,0.4777219295501709,fine-tune predictive component HITL_5
0.0,O=c1[nH]c(=O)n2c(cc3ccccc32)[nH]1,O=c1[nH]c(=O)n2c(cc3cc(O)ccc32)[nH]1,0.4772751033306122,0.4772751033306122,0.4772751033306122,fine-tune predictive component HITL_6
0.0,O=S(=O)(c1cccs1)N1CCCc2ccccc2C1,O=S(=O)(c1ccc(Cl)s1)N1CCCc2ccccc2C1,0.4766080677509308,0.4766080677509308,0.4766080677509308,fine-tune predictive component HITL_7
0.0,O=C(c1ccccc1)c1cccc(NCc2ccccc2)c1,COc1cc(C(=O)c2cccc(NC(O)c3cccc(O)c3O)c2)cc(OC)c1OC,0.4764367640018463,0.4764367640018463,0.4764367640018463,fine-tune predictive component HITL_8
0.0,c1ccc(-c2cc(-c3ccccc3)nc(N3CCNCC3)n2)cc1,CN1CCN(c2nc(-c3ccccc3)cc(-c3ccccc3O)n2)CC1,0.4761847257614136,0.4761847257614136,0.4761847257614136,fine-tune predictive component HITL_9
0.0,c1ccc(C(OCCN2CCC2)(c2ccccc2)c2ccccc2)cc1,COc1ccc(C(OCCN2CCC2)(c2cccc(F)c2)c2ccc(OC)cc2OC)cc1,0.476095587015152,0.476095587015152,0.476095587015152,fine-tune predictive component HITL_10
0.0,O=C1CC2CCC3Cc4occc4C(=O)C3C2CCN1,Cc1c(O)oc2c1C(=O)C1C(CCC3CC(=O)N(C)CCC31C)C2O,0.47606122493743896,0.47606122493743896,0.47606122493743896,fine-tune predictive component HITL_11
0.0,c1ccc(-c2ccccc2)cc1,Nc1cc(-c2ccccc2C(F)(F)F)cc(C(F)(F)F)c1,0.4755737781524658,0.4755737781524658,0.4755737781524658,fine-tune predictive component HITL_12
0.0,O=C1C=C(C2CCCCC2)S(=O)(=O)C2CC3CC1C(C2)N3,O=C1C=C(C2CCCCC2)S(=O)(=O)C2CC3CC1C(C2)N3,0.4755156636238098,0.4755156636238098,0.4755156636238098,fine-tune predictive component HITL_13
0.0,c1cc(CCN2CCNCC2)cc(N=c2[nH]c(-c3cccnc3)cs2)c1,CN1CCN(CCc2cccc(N=c3[nH]c(-c4cccnc4)cs3)c2)CC1,0.4745027422904968,0.4745027422904968,0.4745027422904968,fine-tune predictive component HITL_14
