,smiles,score,likelihood
40,C1N(c2[nH]c(NC3CNCCC3)c(-c3nc4cc(F)ccc4c(=O)o3)c2)CCOC1,0.49692354,-26.268787
37,c1(CNC(N=c2[nH]cc3c(OC)n[nH]c3c2)=O)c(F)ccc(C(F)(F)F)c1,0.49678177,-24.552519
49,OCCOC1CC(c2ccccc2)C=C(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)O1,0.49668962,-26.80783
38,c1cc(CN(Cc2cc(Cl)ccc2)Cc2oc(-c3ccccc3Br)nn2)c(=O)[nH]c1,0.4964738,-33.61741
39,c1ccccc1CCN(CC1CCCc2c(OC)cccc21)CC=Cc1ccccc1,0.49645466,-24.606464
13,c1c(OC)ccc(N2CCN(S(=O)(=O)c3ccc4c(cccc4)c3)CC2)c1,0.4964135,-20.500578
36,Cc1cc(C)ccc1N1C(c2ccc(Cl)cc2)N=C(N)N=C1N,0.49629843,-24.322252
4,C(C(C1Cc2c(=O)[nH]c3c(cccc3)c2O1)C)c1cc(OC)c(OC)cc1,0.49629328,-31.82496
16,C1(c2ccc(C)cc2)c2c(CCC)[nH]nc2OC(=N)C1C#N,0.49626634,-20.035023
61,COc1c(OCCc2cc(F)ccc2)ccc(CNCCc2ccc(S(=O)(=O)N)cc2)c1,0.49624905,-26.686941
35,c1(OC)ccc(CN2CCN(c3nc4c(nc3C(C#N)S(=O)(c3ccc(F)cc3)=O)cccc4)CC2)cc1,0.49616352,-30.110842
44,COC12C3(C(=O)N(C)C4(C(=O)Nc5ccc(O)cc45)C(C(c4ccccc4)=O)C3c3c(C)c4c(c(O)c31)nccc4CO)c1c(O)c(OC)c(C)n1C2,0.49615502,-85.54393
5,c1c(C(N=c2[nH]nc(-c3ccc(N4CCN(C)CC4)cc3)o2)C)ccc(F)c1,0.49610266,-30.613537
13,c1cccc(C2c3c(cccc3C)N=C(C)N2CCN(C)CCc2ccc(OC)cc2)n1,0.4960832,-36.391304
9,O=C(C1CC(=O)OC12CCC(C)CC2)OCC,0.49606994,-21.232912
6,C(C(CNCCc1ccc(NC(Cc2nc(OC)ccc2)=O)cc1)CC(=O)O)Oc1ccc(C(N)=N)cc1,0.496068,-41.032215
10,N1=C(c2ccccc2F)CC(c2cccc(N=c3c4c([nH]cc3)cc(Cl)cc4)c2)N1C(C)=O,0.49602434,-27.301033
51,C1C2(C)CC3c4c(cccc4)C(Cc4c(O)cc(OC)cc4O)C4C13C(OC(=O)C)C(C(=C)C4=O)C2,0.49595988,-52.16889
33,c1(-c2oc(-c3c(CCc4ccncc4)cccn3)nn2)cc(OC)c(-c2cccs2)cc1,0.49594533,-38.448963
32,c1cccc(CC(CC(O)C(Cc2ccccc2)NC(OC2COC3OCCC32)=O)C(=O)NC(Cc2ncccc2)C(NC(C(=O)OC)C)=O)c1,0.49591768,-38.142178
