,smiles,score,likelihood
30,C1(c2c[nH]c3ccc(F)c(Cl)c32)CCN(C)CC1,0.981362,-24.454638
31,C1CC1C(CCCCCCCCCCCCCCC)[N+](=O)[O-],0.9498208,-26.0958
30,c12ncn(-c3cccc(Cl)c3Cl)c1nc[nH]c2=N,0.9204301,-22.2262
31,c1cccc(C(C(NC(C(CC)(NC(=O)C(C(C)C)O)CC(=O)O)C(C)C)=O)NC(=O)C2NCCC2)c1,0.9195402,-48.742867
30,O(c1ccc(-c2oc3c(c(O)ccc3)c(=O)c2)c(O)c1OC)C,0.91570884,-27.144655
31,c1c(O)c(CC=C(C)CCCC(C)=CCCC2(C)CCc3ccccc3O2)cc(O)c1,0.9046595,-33.110218
31,[O-][N+](=O)c1ccccc1C(OC)=O,0.90229887,-18.94528
25,c1cc(N2CC(F)(F)C2)nc(=NC2C(=O)N(C(C)C)CC2)[nH]1,0.90035844,-27.76126
31,O(CCOC)CC(CN)O,0.8888889,-21.585634
27,C1C(CC(=O)OCC)N(CCCC)c2cccc(F)c2S1(=O)=O,0.8860215,-35.53886
24,C1CCN(c2c(F)cc3c(n(C4CC4)c(=O)n(N)c3=O)c2OC)CCN1,0.8752688,-25.807981
22,[nH]1ccc(NC(c2c(OCc3ccc(F)cc3)ccc(C(F)(F)F)c2)=O)c1,0.8716846,-29.538694
9,c12ccc(O)cc1C1(C)C=CC2(C)CCN1,0.86451614,-25.07143
28,C1N(c2nc(C)ccc2C(N=c2cccc(C)[nH]2)=O)CCC1,0.8613027,-24.90091
0,N1(C(=O)CC(N)Cc2cc(F)c(F)cc2)CCC2CN(CC3CC3)CC2C1,0.856705,-33.26976
31,O(CCCCN(C)C)c1ccc(C=Cc2cc(O)cc(O)c2)cc1,0.855914,-20.628143
7,c1(OC)cc2c(cc1OC)C1N(CC2)Cc2c(ccc(O)c2OC)C1,0.8530466,-21.968971
13,c1ccc(NC(=O)N2CCCC2c2cccnc2)cc1,0.8530466,-21.053219
3,n12c(cc(C(NC)=O)c1)cccn2,0.85232973,-26.107618
0,c1c(C2CCCN(CCC)C2)cn(-c2ccccc2)n1,0.85232973,-21.688124
