smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_rank,label_2_rank,label_3_rank
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,O=C(O)Cc1cccc(CN2CCC(NC(=O)c3cc4c(=O)n5c(nc4s3)CCCCC5)CC2)c1,tensor(0.4856),tensor(0.2430),tensor(0.2714),tensor(3),tensor(1),tensor(2)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,N=C(N)N(Cc1c[nH]c2ncccc12)C1CCC1,tensor(0.4944),tensor(0.2474),tensor(0.2582),tensor(3),tensor(1),tensor(2)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,COc1ccccc1Sc1cccc2c1CC(C(=O)O)=C2,tensor(0.4985),tensor(0.2494),tensor(0.2521),tensor(3),tensor(1),tensor(2)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(-c3ccc([N+](=O)[O-])c(N4CCN(C)CC4)c3)oc2c1,tensor(0.4971),tensor(0.2488),tensor(0.2541),tensor(3),tensor(1),tensor(2)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,O=C(O)C=Cc1ccc(-c2ccc(O)c(C34CC5CC(CC(C5)C3)C4)c2)cc1,tensor(0.4969),tensor(0.2486),tensor(0.2545),tensor(3),tensor(1),tensor(2)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,C=c1c(C)c(O)oc1=Cc1ccc(N(C)C)cc1,tensor(0.4985),tensor(0.2495),tensor(0.2520),tensor(3),tensor(1),tensor(2)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,COc1ccc(-c2coc(=O)c3c(F)cccc23)cc1,tensor(0.5000),tensor(0.2502),tensor(0.2498),tensor(3),tensor(2),tensor(1)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,Cc1ccc(C(C)C)c(OCCCOc2ccc3c(c2)CCC3CC(=O)O)c1,tensor(0.4964),tensor(0.2484),tensor(0.2552),tensor(3),tensor(1),tensor(2)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,COc1ccc(C)cc1NC(=O)C1CCCN(S(=O)(=O)c2ccn(C)c2)C1,tensor(0.5002),tensor(0.2503),tensor(0.2496),tensor(3),tensor(2),tensor(1)
CC12Cc3ccc(O)cc3C(C1)Oc1c2ccc(O)c1O,Oc1occ(CSCCc2ccccc2)c1CF,N=C(N)NCCCCCCc1ccc(N=C(N)N)cc1,tensor(0.5001),tensor(0.2502),tensor(0.2497),tensor(3),tensor(2),tensor(1)
