,smiles,score,likelihood
4,COc1c(Cc2nn(CC3OCCN(c4ccc(C(F)(F)F)cc4)C3=O)cn2)c(OC)cc(F)c1,0.4962506,-35.869965
6,c1(C2CC2)cccc(OC)c1C(=O)NC1CCCC1N=c1cnc(C(F)(F)F)c[nH]1,0.49617192,-28.778809
22,c1ccc2c(c1)cccc2C1CCN(CCCCNC(=O)c2ccc(-c3c(Cl)ccc(Cl)c3)cc2)CC1,0.49583974,-27.45816
8,c12c(OC)cccc1nc1c(c2)C(=O)c2c(cc(CN3CCOCC3)cc2)C1=O,0.49576467,-33.30584
3,c12c(=O)[nH]c(=O)n(CCCN3CCN(c4ccc([N+]([O-])=O)cc4)CC3)c1[nH]c(=O)[nH]c2=O,0.49567157,-28.451584
9,c1c(NC(=O)C)cc(NC(C2(NC(c3ncc(C4CC4)c(OCC(F)(F)F)c3)=O)CC2)=O)cc1,0.4956038,-31.678577
6,C1N(CC2CCC2)CCc2c(cnc3nc(C(F)(F)F)nn23)C1,0.49560076,-32.19909
27,C1CN(c2ncnc3c2cc(O)c(OC)c3)CCC1N(C)C,0.49556834,-26.81657
10,O(C)c1cc2c(cc1OC)c(=N)cc[nH]2,0.49553752,-19.403887
23,N(C(=O)c1ccc(NC(=O)c2c(O)cccc2)cc1)=c1[nH][nH]nn1,0.49549586,-26.01831
24,c1c(N2C3(CCN(C4c5c(cccc5)CCC4)CC3)C(=O)NC2)cccc1,0.49547958,-20.73338
23,c1c(Oc2ccc(C(=NC(CCCCCCCCN=C(N)N)=O)N)cc2)ccc(N=C(N)c2cccs2)c1,0.49541387,-37.29245
13,C1(c2c(Cl)cccc2)N(c2ccc(S(=O)(=O)N)cc2)N=C2C(=Cc3ccc(Cl)cc3)CCCC21,0.4954132,-27.181702
29,O=C(OC1c2c(cc(Cl)c(Cc3ccc(C)cc3)c2)OC(C(=O)c2c3c(c(OC)ccc3)oc(=O)c2)C1)OC,0.49535722,-50.873913
9,C1C(C)CCCC1NC(=O)C(C)OC(=O)c1ccc([N+]([O-])=O)o1,0.49535447,-26.97134
26,N(C)(C)C1CCN(c2c(-c3oc(=O)c4c(CC)cc(OC)cc4n3)cc(F)c(F)c2)CC1,0.4953506,-31.576298
9,c1c(OC)ccc(C2CC(=O)C3C(c4c(Cl)cccc4)C(C(OC)=O)=C(C)N=C3C2)c1,0.495325,-21.664219
1,c1(-c2cc[nH]c(=Nc3ccc(S(=O)(=O)N)cc3)n2)ccc(C(F)(F)F)cc1,0.49532446,-21.56585
2,C(c1cccc(-c2cc(S(=O)(Nc3c(C)nn(C)c3C)=O)c(OC)cc2)c1)(OC)=O,0.4953072,-29.394644
14,O=C(Nc1cccc(OC)c1)NCC1CCC(CN(c2ncc(Cl)cc2Cl)S(=O)(c2ccc(Cl)cc2)=O)CC1,0.4952913,-46.997818
