,smiles,score,likelihood
31,N1(CCC(C)n2cc(C#CCNCCc3ccncc3)nn2)CCN(c2ccccc2OC)CC1,1.0,-30.202463
30,n1(C)c(-c2cc(F)ccc2)c(CCC)nc1-c1ccccc1,0.98160917,-25.746586
30,C1c2cccc(CN3CCC(O)(c4ccc(Cl)cc4)CC3)c2CC1,0.9806452,-27.196415
31,n1c2n(-c3ccc(OCCN4CCCC4)c(OC)c3)cc(C#N)c2ccc1,0.9645161,-24.379528
27,[nH]1c2c(c3cc(O)ccc13)CCN1C2Cc2ccccc2CC1,0.9376344,-24.68724
29,c1(O)c(-c2nc3c(cccc3)s2)cccc1O,0.92528737,-19.772171
31,C(CNc1c(NCCC)c(=O)c1=O)C1=CCCCC1,0.9182796,-22.111452
29,C1CC(CCN2CCN(c3ncccc3)CC2)CCC1N,0.9182796,-20.324856
31,c1c(Br)cc(F)c(N=c2ccc(CN3CCC(C(=O)OCC)CC3)c[nH]2)c1,0.9021505,-29.014194
27,c1(C2CCN(CC(Cc3ccccc3F)C(=O)N(CCCC)CCCC)CC2)cccc(O)c1,0.90107524,-32.35474
27,c1(OC)c(N2CCN(CCc3ccc(-c4csc(C)n4)cc3)CC2)cccc1,0.9,-21.502687
29,c12c3c(ccc(Br)c3)n(Cc3ccc(Br)cc3F)c1ccc(Br)c2,0.89784944,-26.25041
26,[nH]1cnc2n(C3CCNC3)nc(-c3ccc4n(CCNCCO)ncc4c3)c2c1=N,0.89139783,-36.584263
29,CC(NC(=O)NCC(=O)c1nc(C2CCN(CC3CC3)CC2)c2c(c1Cl)c(O)c1c(c2)cccc1)(C)C,0.88850576,-60.035458
28,c1(Cl)ccc(C(CCN2CCC(N3CCC(C(C)CN4CCCC4)CC3)CC2)C2CCN(C(C)C)CC2)cc1Cl,0.8784946,-39.457096
19,o1c2ccccc2nc1C1CCN(CC(COc2c3c([nH]cc3)ccc2)O)CC1,0.87741935,-26.484592
27,O1c2ccc(C3=NN(C(COc4ccccc4C(C)(C)C)=O)C(c4cc(Cl)ccc4O)C3)cc2OC1,0.8655914,-34.539764
27,O(C)c1c(OC)c(OC)c2c(c1)n(C)c(OC1CCCCCCC1)n2,0.85698926,-35.082985
30,N(C(=O)c1nc(C)sc1C1CC1)C(Cc1ccccc1)CCN1CCN(c2ncccc2)CC1,0.855914,-36.757572
29,C1CN(Cc2cccc(Cl)c2)CCN1Cc1c(O)cccc1,0.8551724,-22.415943
