,smiles,score,likelihood
3,N1CCN(Cc2c3ccc(Cl)cc3n(-c3ccc(F)cc3)c2)CC1,1.0,-23.169758
63,C1N(CCOc2ccc(Cl)cc2)CCN(c2ccc3[nH]cnc(=Nc4cccc(Cl)c4)c3c2)C1,1.0,-30.267508
48,C1CN(CCCCCN2c3c(cccc3)NC(=O)C2)CCN1c1c(OC)cccc1,1.0,-25.457994
19,N1(CCCOc2c(C(=O)N)cccc2)CCN(c2cccc(Cl)c2)CC1,1.0,-22.745625
60,C1Nc2cc(OCCN3CCN(c4ccc(F)cc4)CC3)ccc2CN1CC=Cc1ccccc1,1.0,-38.856293
10,N1(CCCN2c3c(cccc3)CCC2=O)CCN(c2nc3ccccc3cc2)CC1,1.0,-22.338823
47,N1(c2ccccc2OC)CCN(CCCn2c(-c3ccc(C)cc3)nnn2)CC1,1.0,-22.917583
51,Fc1c(CN2CCN(c3c(OC)cccc3)CC2)cc(OC)c(O)c1Cl,1.0,-26.178585
50,C1CN(CCCN=c2cc[nH]c3cc(Cl)ccc32)CCN1c1c2c(ccc1)OCCCC2,1.0,-30.973124
50,N1(c2c(OC)cccc2)CCN(Cc2coc(-c3ccc(Cl)cc3Cl)n2)CC1,1.0,-19.00113
12,O=C1c2cc(OCCCCCCN3CCN(c4c5nc(C(F)(F)F)[nH]c5ccc4)CC3)ccc2OCC1,1.0,-30.744854
30,C1CC(c2ccc3c(c2)C(=O)N(CCCN2CCN(c4c(F)cccc4)CC2)CC3)CCC1,1.0,-31.837189
41,C(CO)CN1CCN(CCCC)CC1,1.0,-21.696957
45,C1N(CCCCOc2ccccc2)CCC(c2c3c(on2)cc(F)cc3)C1,1.0,-23.838243
54,c1cc(Cl)cc2c1N(CCCN(C)C)c1ccccc1CC2,1.0,-20.394722
11,c1(OC)cc(C)c(Cl)c(O)c1N1CCN(c2ccc(Cl)c(Cl)c2)CC1,1.0,-31.44055
15,c12c(c(OC)ccc1)ncc1c2nccc1CCCCN1CCN(c2ccccc2OC)CC1,1.0,-34.76393
15,C1CN(CCCNC(c2ccc(NC(=O)c3ccc(Cl)cc3)cc2OC)=O)CCN1c1ccccc1OC,1.0,-29.246136
60,COc1ccccc1N1CCN(CCCCNCc2ccc(C)cc2)CC1,1.0,-23.567112
24,C(CCCCc1cccc(Cl)c1)CCCN1CCN(c2ccc(F)cc2)CC1,1.0,-31.803333
