,smiles,score,likelihood
41,C(c1ccccc1OC)CCc1ccc(C)c(C)c1,0.14549541,-25.8545
64,S(=O)(=O)(CCO)c1ccc(-c2ccc(CCN3CCCC3C)cc2)cc1,0.10013747,-22.957802
79,C1CN(Cc2[nH]ccn2)CC(c2[nH]c(C)nc(=Nc3ccncn3)c2)C1,0.057951715,-26.92392
18,c1ccc(N(c2ccccc2)C(=O)OC2CC3N(C)C(CC3)C2)cc1,0.05083029,-19.690752
55,CCCCCC(Oc1c(C2C(=O)CC(=O)C2OC)cccc1)=O,0.043086417,-36.788567
24,C(OC1CCC(NC(=O)Nc2cc(C)ccc2)CC1)(C)=O,0.03770869,-28.013094
52,c1cc(CCC(O)=O)ccc1C(=O)O,0.037391324,-18.588371
28,c1(NC(N2CCCC2C(NC2CC2)=O)=O)cc(Oc2ccccc2)ccc1,0.03590978,-27.10923
63,c1(Cc2ccc(CCl)cc2)c[nH]cn1,0.034232084,-23.823517
73,c1c(Cc2c(O)c3c(o2)ccc2c3OC(C)(C)C=C2)cc(OC)cc1OC,0.029455503,-33.16768
59,c1(C(F)(F)F)nc(-c2cccs2)cc(-c2ccsc2)c1,0.02274622,-25.823063
67,c1c(C(=O)Nc2ccc(CCCCCC)cc2)cccc1C(F)(F)F,0.017987035,-24.293747
35,c1cccc(-c2nnc(N3CCC(N4CCN(c5c(Cl)cc(Cl)cc5)CC4)CC3)cc2)c1,0.016981807,-27.92741
19,N1(C)CCN(CCc2ccc(-c3nc4n(c(C)cc4C(N)=O)cc3C)cc2)CC1,0.016917618,-38.15822
66,c1(-n2c(C)c3c(n2)c(N2CCOCC2)nc(C)n3)ccc(C)cc1C,0.015608795,-23.865522
40,c1ccc2c(n1)CCN(C(=O)CCS(C)(=O)=O)C2,0.015026459,-27.759756
42,c12ccccc1oc(C1=CN3CCC1CC3)c2,0.014710786,-17.182604
56,c1(-c2ccccc2)c(-c2ccccc2)oc(NC(=O)CC)n1,0.014591716,-21.686598
60,c1cc(CC(C(O)=O)NC(C2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)=O)ccc1O,0.014485679,-21.928791
51,OCC(Nc1ccc(CC(C)NCC(=O)O)cc1)=O,0.013536662,-29.524992
