smiles,label_proba,label_binary
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.9511264912825076,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.8944166614019636,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.8657150050441424,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.8471694637240377,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.7294276342462238,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.8052954124434957,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.8312159561869878,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.9829920559048582,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.9116416622398127,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.7009758177466932,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.909688230222446,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.8387716052413349,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.8095876332523707,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.9384474621670533,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.9803797855325617,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.9704078451945864,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.7933580809607027,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.8463585956978451,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.9104061764233229,1
O=C(NCCCCN1CCC(c2cccc3ccccc23)CC1)c1ccc(-c2cc(Cl)ccc2Cl)cc1,0.9748343459952025,1
