,smiles,score,likelihood
31,C1N(c2c(F)cc3c(c2)n(CC)cc(C(=O)O)c3=O)CCN(CCOc2ccc3oc4c(c(=O)c3c2)cccc4OCC)C1,1.0,-32.78609
31,c12c(O)n(CCC)c(O)c1CC(Cl)=CC2,1.0,-21.37005
29,c1c(Cl)c(Cl)ccc1C1=C(c2ccccc2)C(c2ccccc2)(O)C(=O)N1C1CCCCC1,0.9806452,-31.708233
31,C1CC(=CC(OCCCCc2ccccc2)=O)c2cccnc2C1,0.9777778,-31.81484
31,O=C(c1cccc2c1CCC(OC)C2)N=c1scc[nH]1,0.9762452,-28.442532
31,N(=c1c2c(cc(Cl)cc2)[nH]cc1)CCON=Cc1n(C)ccn1,0.9679803,-29.419146
28,N(Cc1cccc(C)c1)(CC)CC,0.9532567,-20.750134
31,c1(C2C(c3ccc(F)cc3)C(C)C2C(=O)C(Nc2cc(C(=O)N)c(C)cc2)=O)ccc(C)cc1,0.9419355,-51.132896
30,CN(c1ccc(C=Cc2cc[n+](C)c3c2cccc3)cc1)C,0.93639845,-17.952396
31,C1CC(NC)CC(c2c(NC(c3nc(-c4c(F)cc(O)cc4)c(F)cc3)=O)cncc2)C1,0.93620074,-25.238914
30,c1(N2C(c3ccc(Cl)cc3)N3CCCN3C2=S)ccccn1,0.9311828,-23.438799
27,N(=Nc1ccccn1)c1ncccc1,0.9211469,-22.136599
30,N1(Cc2ccc(Cl)c(Cl)c2)CCC(N2C(=O)N(Cc3ccccc3)CC2)CC1,0.9211469,-24.653475
27,N(CC(C)(CN1CCN(C)CC1)C)C(=S)Nc1ccc(C)c(C)c1,0.9060932,-29.458868
30,O=C1CC(C)(C)CC(=O)C1C=NCCN1CCN(C(=O)C2C3CC4N(CCc5nc6c(cccc6)nc54)CC2C3)C(C)C1,0.9046595,-51.82984
31,NC(=O)c1c2n(nc1-c1ccccc1)CC(CO)N2C(C)=O,0.8996416,-31.942053
28,c1cccc(Cc2cn(CC3C(O)NCCO3)c3ccccc32)c1,0.89390683,-33.180588
29,C1(N)=NC2(N(c3ncccc3[N+](=O)[O-])CC2)C(=O)N1Cc1ccc(-c2cnn(C)c2)cc1,0.89103943,-43.923847
30,c1c(CCC(NC(=O)C)C)ccc(OCCCOc2c(Cl)cc(C(C)C)cc2)c1C,0.8899836,-32.16184
28,c1c(-c2cc3n(c2)-c2c(cccc2N)N(C2CCCCC2)C3CC(C)C)cn(C)n1,0.88387096,-48.44532
