,smiles,score,likelihood
55,C1CC2C(=O)N(C)C1OC2N=c1[nH]cnc2n(C3C(O)C(O)C(CO)O3)cnc12,1.0,-33.328506
17,C1(c2ccc(Cl)cc2)N(c2nc(CCc3nc4cc(C)ccc4n3C)ccn2)CCC1,1.0,-34.39418
62,c1c(-c2onc(-c3ccc(Cl)cc3)c2)ccc(NC(CCl)=S)c1,1.0,-32.5066
49,C1N(C(C23CNCC2COC3)=O)C(C)Cc2ccccc21,1.0,-28.727764
43,c1ccc(OCCOC)c2c1[nH]c1c2CCCC1=O,1.0,-26.032764
40,O=C(C12CCN(C)C1C1C(=O)Nc3c1c1c(cccc3)cc1CC2)OC,1.0,-37.726116
40,c1cc(Cn2c3ccc(NC(=O)c4c(F)cccc4)cc3c(=O)n2C)ccc1,1.0,-23.001717
11,c1c(CC(C(=O)NC(C(COc2c(F)c(F)cc(F)c2F)=O)CC(=O)O)NC(=O)C(NC(c2cnco2)=O)C(C)C)cccc1,1.0,-34.740532
62,c1ccc(N2C(c3ccccc3)=CC(=Cc3cc(Cl)ccc3)C2=O)cc1F,1.0,-27.380924
0,c1cc(-c2nc(N=c3[nH]cccc3C(Nc3ccc4c(c3)cnn4CC3CCCN(C)C3)=O)sc2C)ccc1,1.0,-44.788914
22,C(c1cncn1C)N=c1ccc2c(c(-c3cc(Cl)cnc3)n[nH]2)[nH]1,1.0,-33.194267
22,c1(C)c(NC(C=Cc2cccc(OC)c2OC)=O)ccc(N2CCN(C(c3ccc(Cl)cc3)=O)CC2)c1,1.0,-31.291838
16,c1ccc(C(Cc2c(=O)n3c([nH]c2C)nc(C(=O)NCc2ccc(F)cc2)c3O)=O)cc1,1.0,-32.511864
47,c1(C)ccc(S(=O)(N2CCC(N3CCC(n4c5c([nH]c4=O)cccc5)CC3)CC2)=O)cc1,1.0,-23.324686
30,CCOC(c1c(S(=O)(=O)Nc2cccc(-c3oc4c(cc(C)cc4)n3)c2)cccc1)=O,1.0,-29.160404
3,N(CCC)(CCC)c1nc(C)nc2n(-c3c(Cl)cc(C(C)(C)C)cc3Cl)cc(-c3ccc(O)cc3)c21,1.0,-29.810482
19,C1CC(NC(c2c3c(n(C4CCCCC4)cn3)ncc2)=O)CC1,1.0,-27.75394
48,n1o[nH]c(=NC(=O)c2ccccc2OC)c1-c1cc(F)ccc1,1.0,-24.818092
63,c12c(-c3c4ccccc4c(=O)n(CCCC)n3)c(O)ccc1c(C)cc(=O)o2,1.0,-30.964617
35,c1c2nc(OCCCCN3CCN(c4c(Cl)c(Cl)ccc4)CC3)[nH]c(=O)c2ccc1,1.0,-22.720024
