smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_rank,label_2_rank,label_3_rank
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,CC(C)CCN1CCN(Cc2ccc(C#N)cc2)S1(=O)=O,tensor(0.3337),tensor(0.3330),tensor(0.3333),tensor(3),tensor(1),tensor(2)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,Cn1nnc(CCN)n1,tensor(0.3323),tensor(0.3317),tensor(0.3360),tensor(2),tensor(1),tensor(3)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,COc1ccc2c(c1)n(C)c(C)[n+]2CCC1CCCCC1,tensor(0.3335),tensor(0.3328),tensor(0.3337),tensor(2),tensor(1),tensor(3)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,CCC(=O)Oc1cccc2c(=O)cc(N3CCOCC3)oc12,tensor(0.3338),tensor(0.3332),tensor(0.3330),tensor(3),tensor(2),tensor(1)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,CC1(C)CCCC23CCCC4C(C)(COC5OC(CO)C(O)C(O)C5O)CCC1C42C3,tensor(0.3316),tensor(0.3310),tensor(0.3374),tensor(2),tensor(1),tensor(3)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1cccs1,tensor(0.3339),tensor(0.3332),tensor(0.3329),tensor(3),tensor(2),tensor(1)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,CC(=O)c1ccccc1NCc1ccc(C)o1,tensor(0.3339),tensor(0.3332),tensor(0.3330),tensor(3),tensor(2),tensor(1)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,CCC(=O)OC1COC(CC2OC2(C)C)C1NC(=O)CCCBr,tensor(0.3337),tensor(0.3331),tensor(0.3332),tensor(3),tensor(1),tensor(2)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,OC1(C(F)(F)F)c2ccccc2-c2ccc(CNC3CCCCC3)cc21,tensor(0.3248),tensor(0.3241),tensor(0.3511),tensor(2),tensor(1),tensor(3)
COC12CC(N)(C(=O)O)C1C2C(=O)O,O=C1NC(c2ccccc2)c2ccccc2NC1=NC(=O)c1ccccc1Cl,[O-][n+]1ccc(CC(c2ccc(OC(F)F)c(OC(F)F)c2)c2cccnn2)cc1,tensor(0.3325),tensor(0.3318),tensor(0.3356),tensor(2),tensor(1),tensor(3)
