,smiles,score,likelihood
33,C1CCN(CCN)C1,0.3618022,-17.620033
32,C(C)CN1CCCC1,0.35622063,-19.475376
13,C1CCCN1CCO,0.35426667,-16.69482
63,N1CCCC1=S,0.34021312,-17.247423
11,C1N(CCCNC)CCC1,0.34020418,-20.58684
20,C(CNC(C)(C)C)Cl,0.33943254,-20.17379
59,C1CCN(C)C1(C)C,0.33799955,-19.877281
48,CC1C=CC(N)C1,0.33232617,-19.433119
0,CN(C)CCOC,0.32936022,-17.400166
49,C1CCCN(CCCCCC)C1,0.32815227,-18.477127
46,CN(C)CCCN1CCCCC1,0.32731685,-18.630135
61,N1CCNC1=O,0.32726312,-16.381435
31,C12CCN(CCC1)CC2,0.32492062,-17.96698
40,c1c(N)ccc(-c2ccc(N)cc2)c1,0.3246912,-16.892693
62,C1(=O)CC2OC1CC2=O,0.32356757,-22.126759
14,C1CCC(C)(C)C(N)C1(C)C,0.3226914,-23.163376
42,C1c2c(cccc2)-c2ccccc2C1,0.3171969,-17.70584
7,C1N(C)C(CN)C(O)C1,0.31706738,-23.410326
51,C(C)[N+]1(C)CCC1,0.31621,-21.016386
62,CN(C)C1CN(CC)CC1,0.31523305,-24.279238
