,smiles,score,likelihood
25,C1N(CCCOC)Cc2nc(-c3cnc(F)cc3)oc2C1,1.0,-32.970974
10,C(OC)c1[nH]nc(C2CN(Cc3ccsc3)CCC2)c1,1.0,-25.264732
2,C1CC2(c3cc(OC)c([N+]([O-])=O)cc3NC2=O)CCN1CCCSc1ccc(F)cc1,1.0,-34.285534
13,C(c1cn(-c2c(Cl)cc(Cl)cc2)cn1)N1CCC2(OCc3ccccc32)CC1,1.0,-29.504425
30,c1(N2CCN(CC(=O)Nc3ccc(C)cc3)CC2)cccc(Cl)c1,1.0,-20.839777
30,C(#N)c1c(C(NCCCN2CCOCC2)=O)c(Cl)ccc1,1.0,-24.45357
22,N1(c2ccc(Cl)cc2)N=CC2CCc3cc(OC)ccc3C21,1.0,-28.87331
4,c1cc(Sc2nc(N=c3[nH][nH]c(C)c3)cc(N3CCN(C)CC3)n2)ccc1C,1.0,-22.72836
28,c1cc2c3c(c1)[nH]cc3CC1N(C)CC(C=C)C(N2)C1,1.0,-29.498478
20,Fc1cc2c(=O)c(C(O)=O)cn(C3CC3)c2cc1N1CCN(CCCOc2ccccc2[N+]([O-])=O)CC1,1.0,-27.488152
6,c1cccc2c1n(C)c1c2CCN(CCCCc2ccccc2)C1c1ccc(O)cc1,1.0,-26.98217
14,c1c(CN2CCN(C)CC2)ccc(-c2nnco2)c1,1.0,-22.571632
24,C1(=Cc2ccc(N3CCN(C)CC3)cc2)c2c(ccc(Cl)c2)NC1=O,1.0,-20.872478
28,C12CC(CC1)CC2CN1CCC(c2ccccc2)CC1,1.0,-21.654652
7,O(C(=O)Nc1ccc(N2CCN(CCCCC)CC2)cc1)c1cccc2ccccc12,1.0,-30.490551
1,c12ccc(OCCN3CCCC3)cc1CCN(C(=N)N)C2,1.0,-21.157187
27,n1(CC)ncc(CN2CCC(c3ccc(N4CCC5(CC4)OC(=O)NC5)cc3)CC2)c1,1.0,-31.169937
15,C(N=c1c2ccccc2nc[nH]1)CN1CCN(c2ccc(C)cc2)CC1,1.0,-25.361883
0,CN1CCN(c2cc(=S)[nH]c3c2cccc3)CC1,1.0,-25.321114
7,c1(N=c2[nH]c3ccccc3n3nnnc23)ccc(Cl)cc1,1.0,-18.907797
