,smiles,score,likelihood
21,c1ccccc1CN1C2CCCC(C2)C1,0.96875,-19.229057
6,c1c2c(ccc1C(=O)O)OC(OCC(C)C)C(=O)N(C(C(=O)O)Cc1cc3c(cc1)ccc(-c1ccccc1C(C)=O)c3)C2,0.96875,-48.28618
23,C(C1N(CC)CCC1)Oc1ccc(C#N)cc1,0.9677419,-21.733128
12,C1CCCC(CC(N2C(C(=O)NCCc3ccc(F)cc3)CCC2)=O)C1,0.9677419,-26.40117
30,c1c(F)cc(F)cc1C1CCN(C(=O)Nc2ccc(F)c(C(N)=O)c2)CC1,0.96666664,-28.900444
6,c1c(S(=O)(=O)N2CCC(C(=O)N)CC2)ccc(OCC)c1-c1nc(-c2ccncc2)no1,0.9375,-29.067251
0,OCC(CO)c1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCC(N5CCOCC5)CC4)c3n2)cc1,0.9375,-35.114807
6,c1(Cl)ccccc1Cn1cc(C(=O)OCC)c(=O)c2c1cc(N1CCN(c3cccc(C)c3C)CC1)cc2,0.9354839,-34.07759
11,c1c2c(oc1CC(C)C)CCN(C)C21CC1,0.9354839,-29.400639
9,C1N(C(=O)c2ccc(Cl)s2)CCN2CCC(Oc3c(OC)cc(C#N)cc3)CC21,0.93333334,-36.419563
15,C(OCC)(=O)C1C(c2ccc(OCC(OCC)=O)cc2)CN=C2C=CC=CN21,0.90625,-34.79889
30,c1ccc(C2(O)CCN(C(c3c(NC(N)=O)sc4ccc(F)cc34)=O)CC2)cc1,0.90625,-28.257492
26,c1c(C(c2ccccc2)N2CCC3(C(=O)NCN3c3ccccc3)CC2)cccc1,0.9032258,-16.777178
19,c12cc(C)cc(C)c1CCN(CC(=O)N1CCCC1c1c(C)n(C)nc1C)C2,0.9032258,-35.317448
15,N#CC1=NN(c2c(Cl)cc(Cl)cc2)c2cscc2C1C,0.9,-34.12309
17,c1(C(F)(F)F)ccc(-n2nc(C(=O)Nc3ccc(Oc4c5cc(OC)c(OCCCN6CCC(C)CC6)cc5ncc4)c(F)c3)c(C)cc2=O)cc1,0.875,-23.181337
24,c1(NC(=S)Nc2cc(C)c(C)cc2)cc(S(N2CCOCC2)(=O)=O)c(C)cc1,0.875,-25.72282
4,c1c(OC)ccc(OCC2N(C)CCC2)c1,0.87096775,-17.922485
27,O=S1(=O)N(c2ccc(CCc3ccccc3)cc2)C(=O)C2=C1N1C(C(CC)O2)c2c(O)n(C)c(O)c21,0.87096775,-50.992756
14,c1ccc(C2=NN(C(C(NS(=O)(=O)c3ccc4c(c3)cccc4)CCc3ccccc3)=O)C(=O)C2(C)C)cc1,0.8666667,-35.401546
