,smiles,score,likelihood
18,c1(F)ccc(F)cc1-c1c(=O)n(C2CCC(=O)N=C2)c(O)cc1O,0.47792193,-41.23979
27,c1cccc(-c2cc(=O)oc3c2ccc(OCCCCCN2CCN(C)CC2)c3C)c1,0.47347298,-24.511932
5,c1c(OC(C)=O)cc(F)c(OC2CCNCC2)c1,0.4707893,-27.457577
30,C1(c2nc(C)no2)=CC2CNCC(C1)C2,0.47061452,-22.071917
20,C1CNCCC1CNC(=N)C(C12CC3CC(CC(C1)C3)C2)N,0.4704168,-33.368637
4,c12c(nc(C)n1-c1cc(C)c(S(NCCCO)(=O)=O)cc1)cc(F)cc2,0.4680213,-36.137108
23,S1CCCSC12CCN(c1ccc(NC(=O)OCC)cc1)CC2,0.46795762,-26.923481
1,c1[nH]c(C2CCN(Cc3ccccc3F)CC2)nc1C(c1ccccc1)O,0.46738556,-30.14241
19,c1(Cl)c2c(ccc1)CC(C(O)=O)=C2c1ccc(Cl)cc1,0.4671993,-27.304733
25,c1c(Br)ccc(Oc2c([N+]([O-])=O)c[nH]c(=Nc3ccc(C#N)cc3)c2)c1,0.46609235,-23.613028
11,c1(COc2c3c(ccc2)ccc(C)n3)ncc(-c2c(OC)cc(C(F)(F)F)cc2)cc1,0.46599615,-33.61678
0,c1c(-c2noc(CCC3(c4ccccc4)CCCCC3)n2)cccc1,0.4656168,-17.601263
31,c1cccc(OCCN2C(C)(C)CCC2)c1,0.4655368,-23.38577
17,C(O)CN(c1cc(C)ccc1)Cc1cc2c(=O)[nH]c(C)nc2cc1C,0.46526423,-27.802588
3,c1c(C(F)(F)F)ccc(C2CC(=O)C3C(c4c([N+](=O)[O-])cccc4)NC(=O)NC3=C2)c1,0.46478903,-28.38593
22,O=C(NC(=S)Nc1ccc(N2CCOCC2)c(Cl)c1)CC,0.46464232,-22.004375
24,c1c(OC(F)(F)F)cccc1C(c1cc(OC)c(OC)c(OC)c1)=O,0.46442547,-22.149086
6,n1(C)c(=O)c2c(ccc(NC(=O)c3ccc(F)cc3)c2)n1C,0.46440685,-23.214123
26,O=C(C1C(C)=NC(C)=C(C(=O)OCCCCCCN=C(N)N)C1c1cccc([N+]([O-])=O)c1)OC,0.4610394,-26.841246
8,c1c(C(=O)C[n+]2ccn(C=C)c2)cccc1,0.46021423,-18.09784
