,smiles,score,likelihood
27,C(CNC(c1ccno1)=O)CCN1CCCN(c2c3c(sn2)cccc3)CC1,1.0,-31.273458
37,C(CN1c2c(cc(Cl)cc2)C2(OCCO2)C1=O)CCCN1CCN(c2nsc3ccccc23)CC1,1.0,-29.15192
4,C1CC2(OCC(CN3CCC4(C(=O)N(C)c5c4cccc5)CC3)CC2)c2c1cccc2,1.0,-35.07891
61,C1CC(NCCCCCN2CCN(CCCCCCCCCN)CC2)c2ccccc2O1,1.0,-32.20716
27,c12cc(OCCN3CCN(C(=O)c4c(N)cccc4)CC3)ccc1c(=Nc1ccc(F)c(Cl)c1)c(C#N)c[nH]2,1.0,-31.60022
21,C(CN)CCN1CCN(C2c3c(cccc3)Cc3ccccc32)CC1,1.0,-24.561886
50,c1c(C2Nc3ccccc3C(=O)N2CCCN2CCN(c3c(OC)cccc3)CC2)ccc(F)c1,1.0,-24.86491
39,C1CN(CCCCNC(c2cc3c(cccc3)s2)=O)CCN1c1cccc2ccccc12,1.0,-25.025839
29,O=C(N(CCN1CCOCC1)C)C1CCN(c2cc(=NC(C)C)nc[nH]2)CC1,1.0,-29.759396
57,c1c2c(ccc1OCCCCN1CCN(c3ccccc3OC)CC1)cccc2,1.0,-21.337503
59,c12n(CCCN3CCN(c4cc(Cl)ccc4C)CC3)c(=O)oc1cccc2,1.0,-24.566563
57,C1N(CCCN2CCCC(COCc3ccc(F)cc3)C2)CCCC1,1.0,-28.719551
25,C(CCC(Nc1cc(Cl)ccc1)=O)N1CCN(c2ccccc2OC)CC1,1.0,-23.7123
62,C1CN(CCCN(C)C)CCN1c1cccc2sccc21,1.0,-22.381802
11,Clc1cc2c(cc1OCCCCN1CCN(c3c(OCC)cc(F)cc3)CC1)NCCCC2,1.0,-32.142174
37,c1c(F)cc2c(c1)sc(C(=O)NC1CCN(CCCNC(c3cc(Cl)c(Cl)cc3)=O)CC1)n2,1.0,-33.169033
15,C(CNCCCN1CCN(c2ccccc2OC)CC1)Cc1c2c(cccc2)[nH]c1,1.0,-27.42237
44,C1(CCN2CCN(c3c4c(sn3)cccc4)CC2)CCC(NC(c2cc3c([nH]2)cccc3)=O)CC1,1.0,-24.028545
27,O1CCOc2c1ccc(CCNCCN1CCC3Cc4c5c(cc(C)cc5)[nH]c4C(c4ccc(O)c(OC)c4)C3C1)c2,1.0,-51.70643
34,c1n(CC#CCN2CCN(c3c(Cl)c(F)ccc3)CC2)ccn1,1.0,-33.53864
