,smiles,score,likelihood
9,c12c(C(=O)N3CCN(CCO)CC3)cc(Cl)cc1[nH]c(=O)c(=O)[nH]2,0.27844176,-23.527884
27,COCCN(CCOC)C(c1ccc(F)cc1)c1sncc1,0.18002751,-28.118977
7,C1(n2c3nc[nH]c(=N)c3nc2)OC(CO)C(O)C1O,0.08529322,-15.944009
0,CC(=O)N1C(C(NCC)=O)CCC1=O,0.079971746,-21.803068
10,C(C)(C)N(Cc1noc(C2CC2)c1)C,0.068620175,-26.30247
22,OC(CC(O)CO)c1ccc(-c2ccc(OC)cc2)cc1,0.056112368,-26.54681
30,c12c3c(ccc1)C(=O)C(=O)C=C3OCC2Cc1ccc(C(=O)C)cc1,0.030392397,-30.344799
12,O=C(N1CCCN(Cc2nccn2CC)CC1)Cc1c(Cl)cc(Cl)cc1,0.021877497,-24.427387
1,c1c2c(c(O)c(O)c1)C(CCC)Oc1cc(O)ccc1-2,0.02069588,-23.088055
28,C(C1=Nc2c(nc(SC)n(C)c2=O)NC1(c1ccc(S(C)(=O)=O)cc1)CC)C,0.018163448,-36.6976
11,CN1C(c2ccc(Cl)cc2)N(Cc2ccccc2)C(=O)c2cscc21,0.015462891,-28.2196
25,c1cc(C(=O)O)nnc1N1CCC(N=c2ncc(C(F)(F)F)c[nH]2)CC1,0.015316484,-27.352995
26,c1(=Nc2cc(O)ccc2)cc(C)[nH]c2c(C)cc(N)cc12,0.014727645,-24.704395
14,C(N=c1n(-c2c(Cl)c(Cl)ccc2)nn[nH]1)C(=O)O,0.013705937,-23.232553
29,c1c(-c2c3c(nc(N4CCNCC4)n2)ccs3)ccc(NC(Nc2ccc(-c3ccccc3)s2)=O)c1,0.012783063,-30.31074
13,c1(C(F)(F)F)ccc(-n2c(=O)n(CC(N(CCN(CC)CC)Cc3cc(OC)c(OC)c(OC)c3)=O)c(O)c2C)cc1,0.012646907,-34.214687
21,c1c(CC(=NC(C(C(C)(C)C)NC(=O)C(NC(=O)COc2c3c(ccc2)cccc3)CC(C)C)=O)CC(C)C(=O)O)cccc1,0.0119557455,-37.31822
17,C(Nc1c(Cl)cc(F)cc1)(N=c1[nH]c(OC)cc(OC)n1)=O,0.010876761,-26.429058
20,c1c(C(O)(CN(Cc2nnn(Cc3ccc(C(F)(F)F)cc3)c2)C)C(C)C)cccc1,0.010180901,-29.714169
3,OCCCNC(c1cc(C(=O)NC(c2ccccc2)CC)c2n1CCOC2)=O,0.008625552,-23.675892
