,smiles,score,likelihood
63,c1cc(Cl)cc2[nH]ccc(=NCCCN3CCN(CCCNCc4ccc(OC)c(O)c4)CC3)c12,1.0,-22.35203
62,C1c2ccc(C3CCN(Cc4ccccc4)CC3)cc2N2CCNCC12,0.99743986,-28.212006
62,C1N(CCC2CC3CCC2C3)CCN(c2ccc(F)cc2OC)C1,0.9961749,-27.466179
62,Oc1c(O)cc2c(c1)CCNC2C,0.99491525,-15.739847
63,Fc1cccc(N2CCN(CC(C3CC3)O)CC2)c1,0.98307776,-23.526218
61,c1c2c3c(cc1)CCCC3(CCCCN1CCN(c3cccc(Cl)c3)CC1)CCC2,0.9736303,-22.63659
63,C1CCCN1CCN1C(=O)N(c2cc(F)cc(Cl)c2)CC1,0.9719725,-23.36502
63,Clc1ccc(-n2ncc3c2cc(-c2cnc(OCCC4CCNCC4)c(C#N)c2)cc3)c(F)c1,0.9698572,-30.591919
63,C1N(c2ccccn2)CCN(c2c(O)n(CCC)c(O)c2)C1,0.96857923,-20.97667
61,C1CCN(c2cccc(Cl)c2)CCN1CCCCN1C(=O)c2ccccc2C1=O,0.9667179,-23.895863
59,c1cc(C(Nc2ccc3c(c2)CCN3C2CCN(Cc3ccc(F)cc3)C2)=O)ccn1,0.9643046,-24.643333
61,c1cccc2c1cccc2C(NCCCN1CCN(c2c(C)ccc(Cl)c2)CC1)=O,0.9608295,-25.593288
61,C1N(c2[nH]c(=N)nc(Cl)c2)CCNC1,0.9564772,-19.902534
62,c1cccc2sc(N=c3[nH]c4c(cn3)CCN(Cc3cc(OC(F)(F)F)ccc3)C4)nc12,0.9539926,-35.800945
62,c1cc(C(NC2CN(Cc3ccc(Cl)cc3)CCC2)=O)ccc1,0.9537282,-19.896568
58,C1N(c2cc(F)ccc2)CCC(C(N(CCCN2CCN(Cc3ccc(F)cc3)CC2)c2ccc(F)cc2)=O)C1,0.9537282,-33.03988
60,N(CC)(CCC1CN(Cc2cc3c(cccc3)s2)CCN1C(C)C)C,0.9518689,-34.588127
63,C(CN1CCN(C(=O)c2cc(Cl)ccc2)CC1)O,0.9508197,-21.094862
61,c12cc(C3CCNCC3)ccc1CNN2Cc1c(Cl)cc(Cl)cc1,0.9491803,-37.782677
63,O1COc2c1cc(-c1c(C3CCN(C)CC3)n[nH]c1-c1c(O)cc(O)cc1)cc2,0.94870436,-30.951643
