,smiles,score,likelihood
15,N1(Cc2cc(F)c(F)cc2)CC(C(=O)N2CCN(c3c(OC)cccc3)CC2)CCC1,1.0,-26.590296
30,COc1c(OC)cc(CCNC(=O)c2c3c(ccc2)CN(CCC)C3=O)cc1,1.0,-23.571983
13,C(CCN1CCN(CCCN=c2c3ccc(Cl)cc3[nH]cc2)CC1)COc1ccccc1C(N=c1[nH]c2c(C)cccc2s1)=O,1.0,-34.47399
14,C1COC(=O)N1CCCCN1CCN(c2ccccc2OCC)CC1,1.0,-25.13728
28,C(CCN1CCCCC1)CCCOc1cccc(Cl)c1,1.0,-21.463007
3,C(#N)c1ccccc1N1CCC(NCCN2C(=O)CSC2c2c[nH]c3c2cccc3)CC1,1.0,-35.7248
1,c12ccc(-c3ccc(O)cc3)cc1c1c([nH]2)-c2c(ccc(O)c2)NC1c1ccc(C=Cc2ccccc2)cc1,1.0,-32.96746
23,c1cccc(CN2CC3CC(c4ccc(Cl)cc4)N3CCCC2)c1,1.0,-25.252407
19,C1CN(c2c3c(c4c(c2)C2C(N4C)CCN2CC#C)CCc2c-3ccc(O)c2)CCC1,1.0,-38.48239
12,C(CNC(=O)Nc1c(Cl)cc(F)cc1)n1nc(C2CCCCC2)nn1,1.0,-33.42083
5,c12c(cccc1)c(CNC1CCN(CCCCCC)CC1)c[nH]2,1.0,-24.365902
17,c1(CN2CCC(Oc3ccc(C(=O)N4CCCC4)cc3)CC2)ncccc1,1.0,-19.413
18,N(CCCN1CCN(c2c(OC)cccc2)CC1)S(=O)(=O)c1cc([N+](=O)[O-])ccc1,1.0,-24.138536
2,c1ccc(C(c2ccc(F)cc2)OCCN2CCCC(C)C2)cc1,1.0,-21.410797
7,C(CCSCCN1C(=O)c2cccc3c2c(ccc3)C1=O)CCCCC=C,1.0,-31.124962
21,C(CNCc1cc2c(n(-c3ccccc3)nc2)cc1)c1c2c([nH]c1)cccc2,1.0,-26.490341
0,c1cc(NCCC)c2c(=O)n(CCN3CCN(c4ccccc4OC)CC3)c(=S)[nH]c2c1,1.0,-29.238178
11,O=C(Nc1cc(NC(=O)c2c3c(ccc2)CN(CCC(C)C)C3=O)ccc1C)C(C)(C)C,1.0,-30.8241
23,[nH]1c(CN2CCC(c3ccccc3)CC2)nc2n(C)ncc2c1=O,1.0,-23.494286
26,C1CC2c3c4c(ccc3)N(CCN3CCN(c5ccncc5)CC3)CC2CC14,1.0,-36.58857
