smiles_1,smiles_2,label_1_proba,label_2_proba,label_1_binary,label_2_binary,compare_proba,compare_binary
COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc(Oc2cccc3c2OCCO3)c(C(F)(F)F)c[nH]1,CC(=O)NN1CC(=O)C2=C1C1=CC(C)(C)CC(=O)C1C2c1ccccc1Br,0.2123728971102209,0.0,0.0,0.0,0.552894568234699,1.0
COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc(Oc2cccc3c2OCCO3)c(C(F)(F)F)c[nH]1,CC(C)(C)N=c1nc[nH]c(=Nc2ccc(F)cc2)[nH]1,0.2123728971102209,0.02477952005180171,0.0,0.0,0.5467612921702436,1.0
COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc(Oc2cccc3c2OCCO3)c(C(F)(F)F)c[nH]1,Cc1nc2ccc(C(=O)NC3(C(=O)Nc4ccc5c(c4)NC(=O)CO5)cccc3)cc2o1,0.2123728971102209,0.0,0.0,0.0,0.552894568234699,1.0
COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc(Oc2cccc3c2OCCO3)c(C(F)(F)F)c[nH]1,O=S(=O)(C=Cc1ccccc1)NCC1COc2ccccc2O1,0.2123728971102209,0.0,0.0,0.0,0.552894568234699,1.0
CC(=O)NN1CC(=O)C2=C1C1=CC(C)(C)CC(=O)C1C2c1ccccc1Br,COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc(Oc2cccc3c2OCCO3)c(C(F)(F)F)c[nH]1,0.0,0.2123728971102209,0.0,0.0,0.44710543176530093,0.0
CC(=O)NN1CC(=O)C2=C1C1=CC(C)(C)CC(=O)C1C2c1ccccc1Br,CC(C)(C)N=c1nc[nH]c(=Nc2ccc(F)cc2)[nH]1,0.0,0.02477952005180171,0.0,0.0,0.4938054369516546,0.0
CC(=O)NN1CC(=O)C2=C1C1=CC(C)(C)CC(=O)C1C2c1ccccc1Br,Cc1nc2ccc(C(=O)NC3(C(=O)Nc4ccc5c(c4)NC(=O)CO5)cccc3)cc2o1,0.0,0.0,0.0,0.0,0.5,0.0
CC(=O)NN1CC(=O)C2=C1C1=CC(C)(C)CC(=O)C1C2c1ccccc1Br,O=S(=O)(C=Cc1ccccc1)NCC1COc2ccccc2O1,0.0,0.0,0.0,0.0,0.5,0.0
CC(C)(C)N=c1nc[nH]c(=Nc2ccc(F)cc2)[nH]1,COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc(Oc2cccc3c2OCCO3)c(C(F)(F)F)c[nH]1,0.02477952005180171,0.2123728971102209,0.0,0.0,0.45323870782975645,0.0
CC(C)(C)N=c1nc[nH]c(=Nc2ccc(F)cc2)[nH]1,CC(=O)NN1CC(=O)C2=C1C1=CC(C)(C)CC(=O)C1C2c1ccccc1Br,0.02477952005180171,0.0,0.0,0.0,0.5061945630483454,1.0
CC(C)(C)N=c1nc[nH]c(=Nc2ccc(F)cc2)[nH]1,Cc1nc2ccc(C(=O)NC3(C(=O)Nc4ccc5c(c4)NC(=O)CO5)cccc3)cc2o1,0.02477952005180171,0.0,0.0,0.0,0.5061945630483454,1.0
CC(C)(C)N=c1nc[nH]c(=Nc2ccc(F)cc2)[nH]1,O=S(=O)(C=Cc1ccccc1)NCC1COc2ccccc2O1,0.02477952005180171,0.0,0.0,0.0,0.5061945630483454,1.0
Cc1nc2ccc(C(=O)NC3(C(=O)Nc4ccc5c(c4)NC(=O)CO5)cccc3)cc2o1,COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc(Oc2cccc3c2OCCO3)c(C(F)(F)F)c[nH]1,0.0,0.2123728971102209,0.0,0.0,0.44710543176530093,0.0
Cc1nc2ccc(C(=O)NC3(C(=O)Nc4ccc5c(c4)NC(=O)CO5)cccc3)cc2o1,CC(=O)NN1CC(=O)C2=C1C1=CC(C)(C)CC(=O)C1C2c1ccccc1Br,0.0,0.0,0.0,0.0,0.5,0.0
Cc1nc2ccc(C(=O)NC3(C(=O)Nc4ccc5c(c4)NC(=O)CO5)cccc3)cc2o1,CC(C)(C)N=c1nc[nH]c(=Nc2ccc(F)cc2)[nH]1,0.0,0.02477952005180171,0.0,0.0,0.4938054369516546,0.0
Cc1nc2ccc(C(=O)NC3(C(=O)Nc4ccc5c(c4)NC(=O)CO5)cccc3)cc2o1,O=S(=O)(C=Cc1ccccc1)NCC1COc2ccccc2O1,0.0,0.0,0.0,0.0,0.5,0.0
O=S(=O)(C=Cc1ccccc1)NCC1COc2ccccc2O1,COc1cc(C(=O)NC2CCN(C)CC2)ccc1N=c1nc(Oc2cccc3c2OCCO3)c(C(F)(F)F)c[nH]1,0.0,0.2123728971102209,0.0,0.0,0.44710543176530093,0.0
O=S(=O)(C=Cc1ccccc1)NCC1COc2ccccc2O1,CC(=O)NN1CC(=O)C2=C1C1=CC(C)(C)CC(=O)C1C2c1ccccc1Br,0.0,0.0,0.0,0.0,0.5,0.0
O=S(=O)(C=Cc1ccccc1)NCC1COc2ccccc2O1,CC(C)(C)N=c1nc[nH]c(=Nc2ccc(F)cc2)[nH]1,0.0,0.02477952005180171,0.0,0.0,0.4938054369516546,0.0
O=S(=O)(C=Cc1ccccc1)NCC1COc2ccccc2O1,Cc1nc2ccc(C(=O)NC3(C(=O)Nc4ccc5c(c4)NC(=O)CO5)cccc3)cc2o1,0.0,0.0,0.0,0.0,0.5,0.0
