smiles,label_proba,label_binary
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.03215933789489998,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.0,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.0,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.0,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.04898797855377661,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.09081334697685142,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.08436722942818893,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.1394164743987894,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.057998338682977726,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.20205155721091872,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.030232466171391418,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.3287150661541489,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.11926488427168766,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.0,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.0,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.10494539101950556,0
CCc1cc(C)cc(C)c1N=Nc1c(-c2ccc(OC)cc2)cc(=O)n(-c2cccc(S(N)(=O)=O)c2)c1N1CCN(C)CC1,0.034351870962601935,0
