,smiles,score,likelihood
57,C[N+](C)(CC#C)C,0.47245336,-16.94086
0,C(=O)(N)C(C)C,0.47167364,-20.661295
62,C(CCl)[N+](CCCl)(C)C,0.4711207,-17.104303
15,C(=O)(C1C(C(O)=O)O1)O,0.4706704,-20.236729
28,CC(N(O)C(N)=O)(C)C,0.47066206,-18.107023
20,C(N)(C(=O)O)CC(O)=O,0.47064283,-16.771723
51,CC(=C(SC)SC)C=CC,0.4703623,-22.668774
29,Clc1cc(N)c(Cl)cc1N,0.4700289,-18.4058
26,c1(C)c(C)oc(C)c1C,0.4693581,-21.327412
23,C(=C)CN1CCOCC1,0.46895942,-17.03601
2,CC(=NOCC)C(C)(C)C,0.46867904,-21.309717
12,C(SCCC(CN)=C)=O,0.46828184,-30.759827
50,C[N+](C)(CCN1CCOCC1)C,0.46802643,-19.02506
33,O=C(N)C12CC3CC(CC(C3)C1)C2,0.46791658,-17.869692
22,C(C)(N)C1C2CC3CC1CC(C2)C3,0.4678647,-22.052666
2,c1cccc2c(O)c3c(O)ccc(O)c3c(O)c12,0.46775907,-17.64984
41,C1CC(OC)C=C1,0.46753284,-23.226551
54,O1CCC2C(CO)OC12,0.46711534,-22.885128
56,C(CCCc1n[nH]c(=N)s1)CCCCCCCBr,0.46669072,-24.253265
54,OC1C(O)C(CO)OC(C)C1O,0.46668985,-16.34494
