,smiles,score,likelihood
14,c12c(O)n(Cc3ccccc3)c(O)c1C1c3c(c(O)n(CN4CCCCC4)c3O)C(c3ccc(C)cc3)N1C2(Cc1ccc(OC)cc1)C(=O)OC,1.0,-35.879868
7,O(c1c(N2CCN(C(C=Cc3oc(C)cc3)=O)CC2)cccc1)C,1.0,-21.681288
17,C1CN(CC2C(=O)N(c3ccccc3)c3c(cccc3)N2)CCN1C(OCCCC)=O,1.0,-31.663435
63,c1(C(c2c(NC(C(O)=O)Cc3ccc(OCCc4c(Cl)cc(Cl)cc4)cc3)cccc2)=O)ccccc1,1.0,-23.490902
25,Clc1ccccc1N=c1c2n(cnn2)c2ccccc2[nH]1,1.0,-22.407131
12,NC(=NC(c1c(N)[nH]c(=Nc2ccccc2)c(Cl)n1)=O)N,1.0,-19.709972
0,N1(CCCNC(=O)c2nc(-c3nn(-c4c(Cl)cc(Cl)cc4)c(-c4ccc(Cl)cc4)c3C)c(Cl)cc2)C(=O)OCC1c1ccccc1,1.0,-42.94249
22,c1(-n2c(=O)c(NC(=O)c3cc4c(cc3)OCO4)c(C)n2C)ccccc1,1.0,-19.554697
60,N#CC1C(c2ccc(Cl)cc2)NC(N)=NC1c1ccccc1,1.0,-28.371983
57,c1(O)c(NC(=O)Nc2c3c(cccc3)ccc2)c(=O)nc(SCC(N2CCCc3ccccc32)=O)[nH]1,1.0,-34.612537
48,[nH]1c(N=c2cc(C)[nH]n2-c2ncccc2)nc(C)cc1=NC1CCCC1,1.0,-26.88332
63,c1c(CNC(CCN2c3cc(C)ccc3OCC2=O)=O)cc2c(c1)OCO2,1.0,-21.248852
42,C1CC(NC(=O)c2ccc(OC)c(N=c3c4c(nc[nH]3)c[nH]c(=NCCCN3CCN(C)CC3)n4)c2)CCC1N1CCOCC1,1.0,-38.541183
9,c12c(cccc1)-c1nnc(-c3ccc(CN4CCC(c5nc(-c6ccccn6)[nH]n5)(O)CC4)cc3)c(-c3ccccc3)c1C2,1.0,-25.940708
9,C1CCN(C(=O)CC)C1c1nc2c([nH]1)ccc(NC(c1n(C)nc(C(C)(C)C)c1)=O)c2,1.0,-34.92847
49,c1(Oc2c(F)cc(NC(c3nnn(-c4ccc(F)cc4F)c3)=O)cc2)c2c(ncn1)ccn2C,1.0,-27.842335
40,c1(N(C)C)cc(-c2[nH]c3c(n2)c(N2CCN(CC(Nc4ccc(C#N)cc4)=O)CC2)ccn3)ccc1,1.0,-36.734116
61,C1C(NC2CN(C(N3CCC(NC(c4sc(-c5csc(C)n5)cc4)=O)C3)=O)C2)CCC1,1.0,-34.85746
28,c1c(N=c2[nH]ccc(-c3ccncc3)n2)ccc2[nH]ncc12,1.0,-20.050014
44,c1c2[nH]c(-c3n(C)nc(C(C)(C)C)c3)nc2cc(NC(=O)c2cccc(C(F)(F)F)c2)c1,1.0,-26.893673
