,smiles,score,likelihood
21,C(CN1CCN(c2ccccc2OCCF)CC1)CCN1CCN(c2ccccc2OCCF)CC1,0.50721425,-31.014164
8,C1N(CCCCN2CCN(c3ccccc3OCCF)CC2)CCN(c2cccc(Cl)c2Cl)C1,0.50452876,-26.291504
28,C(CCCCN1CCN(c2c(Cl)c(Cl)ccc2)CC1)CN1CCN(c2ccccc2OCCF)CC1,0.5021884,-27.97967
2,C1N(CCCCN2CCN(c3c(Cl)c(Cl)ccc3)CC2)CCN(c2c(Cl)c(Cl)ccc2)C1,0.4988784,-23.024986
4,C1CN(CCCCN2CCN(c3ccccc3OCCF)CC2)CCN1C,0.4978615,-26.812386
47,C1N(CCCCCCN2CCN(c3c(Cl)c(Cl)ccc3)CC2)CCN(c2c(Cl)c(Cl)ccc2)C1,0.49782228,-24.949558
11,C1N(CCCCCN2CCN(c3ccccc3OCCF)CC2)CCN(c2c(Cl)c(Cl)ccc2)C1,0.49750352,-27.208351
17,C1N(CCCN2CCN(c3ccccc3OCCF)CC2)CCN(c2c(Cl)c(Cl)ccc2)C1,0.49298447,-26.736322
21,C1CN(CCCCCN2CCN(c3c(Cl)c(Cl)ccc3)CC2)CCN1c1c(Cl)c(Cl)ccc1,0.49238616,-24.534151
20,C1CN(CCCCN2CCN(c3ccccc3OCCF)CC2)CC1,0.49191594,-26.255049
44,N1(CCCCN2CCN(c3ccccc3OCCF)CC2)CCN(c2ccccc2OC)CC1,0.49182877,-25.931755
55,C1CN(CCCCCN2CCN(c3ccccc3OCCF)CC2)CCN1C,0.49056473,-28.47253
39,C1CN(C)CCN1CCCCN1CCN(c2c(Cl)c(Cl)ccc2)CC1,0.48929647,-22.32367
52,N1(C)CCN(CCCCCCCCN2CCN(c3c(Cl)c(Cl)ccc3)CC2)CC1,0.48844478,-27.326345
28,N1(CCCCN2CCN(c3ccc(F)cc3OCCF)CC2)CCN(c2ccccc2OCCF)CC1,0.48786485,-30.805693
54,N1(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CCN(c2c(Cl)c(Cl)ccc2)CC1,0.48702464,-23.634838
51,C1CN(CCCN2CCN(c3ccccc3OCCF)CC2)CCN1C,0.48575175,-26.576674
59,C1N(CCCCCN2CCN(c3ccccc3OCCF)CC2)CCN(c2ccccc2OC)C1,0.48497933,-27.03854
59,C1CC1CN1CCN(CCCCCN2CCN(c3ccccc3OCCF)CC2)CC1,0.48428112,-33.09677
39,C1N(C)CCN(CCCCCN2CCN(c3c(Cl)c(Cl)ccc3)CC2)C1,0.48357943,-24.476849
