smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_binary,label_2_binary,label_3_binary,label_1_softmax,label_2_softmax,label_3_softmax,label_1_rank,label_2_rank,label_3_rank
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,0.01968549081313008,0.3836070835288905,0.6483356279930966,0,0,1,tensor(0.2318),tensor(0.3336),tensor(0.4346),tensor(1),tensor(2),tensor(3)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,0.01968549081313008,0.3836070835288905,0.048136909977981146,0,0,0,tensor(0.2884),tensor(0.4149),tensor(0.2967),tensor(1),tensor(3),tensor(2)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,0.01968549081313008,0.3836070835288905,0.09814364766628798,0,0,0,tensor(0.2840),tensor(0.4087),tensor(0.3072),tensor(1),tensor(3),tensor(2)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.01968549081313008,0.3836070835288905,0.2627397393746464,0,0,0,tensor(0.2692),tensor(0.3874),tensor(0.3433),tensor(1),tensor(3),tensor(2)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,0.01968549081313008,0.6483356279930966,0.048136909977981146,0,1,0,tensor(0.2562),tensor(0.4803),tensor(0.2635),tensor(1),tensor(3),tensor(2)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,0.01968549081313008,0.6483356279930966,0.09814364766628798,0,1,0,tensor(0.2527),tensor(0.4739),tensor(0.2734),tensor(1),tensor(3),tensor(2)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.01968549081313008,0.6483356279930966,0.2627397393746464,0,1,0,tensor(0.2410),tensor(0.4518),tensor(0.3072),tensor(1),tensor(3),tensor(2)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,0.01968549081313008,0.048136909977981146,0.09814364766628798,0,0,0,tensor(0.3215),tensor(0.3308),tensor(0.3477),tensor(1),tensor(2),tensor(3)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.01968549081313008,0.048136909977981146,0.2627397393746464,0,0,0,tensor(0.3027),tensor(0.3114),tensor(0.3859),tensor(1),tensor(2),tensor(3)
CCN1c2cc(F)ccc2N(CC2CC3CCC2C3)S1(=O)=O,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.01968549081313008,0.09814364766628798,0.2627397393746464,0,0,0,tensor(0.2979),tensor(0.3222),tensor(0.3799),tensor(1),tensor(2),tensor(3)
CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,0.3836070835288905,0.6483356279930966,0.048136909977981146,0,1,0,tensor(0.3313),tensor(0.4318),tensor(0.2369),tensor(2),tensor(3),tensor(1)
CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,0.3836070835288905,0.6483356279930966,0.09814364766628798,0,1,0,tensor(0.3274),tensor(0.4266),tensor(0.2461),tensor(2),tensor(3),tensor(1)
CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.3836070835288905,0.6483356279930966,0.2627397393746464,0,1,0,tensor(0.3136),tensor(0.4086),tensor(0.2779),tensor(2),tensor(3),tensor(1)
CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,0.3836070835288905,0.048136909977981146,0.09814364766628798,0,0,0,tensor(0.4054),tensor(0.2899),tensor(0.3047),tensor(3),tensor(1),tensor(2)
CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.3836070835288905,0.048136909977981146,0.2627397393746464,0,0,0,tensor(0.3844),tensor(0.2749),tensor(0.3407),tensor(3),tensor(1),tensor(2)
CN(C)CCCC(=O)NC1C2CCCC1c1cc(F)ccc12,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.3836070835288905,0.09814364766628798,0.2627397393746464,0,0,0,tensor(0.3791),tensor(0.2850),tensor(0.3359),tensor(3),tensor(1),tensor(2)
Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,0.6483356279930966,0.048136909977981146,0.09814364766628798,1,0,0,tensor(0.4705),tensor(0.2581),tensor(0.2714),tensor(3),tensor(1),tensor(2)
Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.6483356279930966,0.048136909977981146,0.2627397393746464,1,0,0,tensor(0.4487),tensor(0.2462),tensor(0.3051),tensor(3),tensor(1),tensor(2)
Cc1ccc(OCCCN2CCN(c3ccc(Cl)nn3)CC2)cc1,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.6483356279930966,0.09814364766628798,0.2627397393746464,1,0,0,tensor(0.4431),tensor(0.2556),tensor(0.3013),tensor(3),tensor(1),tensor(2)
N#Cc1ccc(CN2CCC3(CCCOC3)CC2)cc1,N=c1[nH]cc(-c2cc(N3CC4CC(C3)N4)nc(N3CCC(F)(F)CC3)n2)cc1OC(F)F,CCN(CC)CCOc1ccc(N=c2cc(NC3CC3)n3[nH]cc(CN4CCOCC4)c3n2)cc1,0.048136909977981146,0.09814364766628798,0.2627397393746464,0,0,0,tensor(0.3039),tensor(0.3195),tensor(0.3766),tensor(1),tensor(2),tensor(3)
