,smiles,score,likelihood
6,CCCN(CC1C(C)(C)O1)CCC,0.47983488,-22.509617
17,C(N(C(C)(C)C)N=O)C,0.4798271,-19.337297
30,C1CCCC(CCCO)(N)CC1,0.47965503,-24.947365
20,c1cc(N2CCN(C)CC2)ccc1C1CN(Cc2c(OC)cccc2F)C1,0.479319,-23.584171
1,N#Cc1cc(C#N)c2cc[nH]c2c1,0.4790628,-23.189709
15,C1=CCNC(C)(C)C1,0.4789198,-19.609371
16,C1N(CCC=Cc2ccccc2)CCC1,0.47821346,-20.69444
18,C1N2CCC(C3(N(C)CCCC3)C2)C1,0.47813877,-24.319489
19,N(CCNCCCNCC)CCCNCCC,0.47747672,-19.735538
1,c1cc(C#N)ccc1-c1ccc(C2NCCNC2c2ccccc2)cc1,0.47743666,-22.768282
17,C1(C)(C)COC(=O)N1,0.47723904,-18.95039
31,C12CC3(C(=O)NN)CC(CC(C3)C1)C2,0.47700685,-18.574587
21,C1C2CC3CC(CS(N4CCNCC4)(=O)=O)(CC1C3)C2,0.47661933,-24.295021
27,C1(c2nc(N(C)C)cnc2)CCNCC1,0.47644225,-19.85817
4,c1c2ccccc2ccc1C(C)C,0.4763858,-19.32705
25,c1c(Cl)nc(N2CCCCC2)c(Cl)c1,0.47636086,-19.917648
27,C1C(c2cnccc2)=CCN(C)C1,0.47633922,-17.903908
5,C1C2OCC(NC3CC3)C2OCC1,0.47631422,-23.701305
28,C1N(c2c(Cl)c(Cl)ccc2)CCN(C2CCCN(C(c3ccc(C(N4CCCC4)=O)cc3)=O)C2)C1,0.47625744,-26.314415
10,N1(CC(NC23CC4CC(CC(C2)C4)C3)=O)CCCCC1,0.47622904,-20.83133
