smiles,label_proba,label_binary
COCc1cc(OC)cc(-c2cc(N3CCOCC3)[nH]c(=Nc3cc(OC)c(OC)c(OC)c3)n2)c1,0.0,0
O=c1cnc2c(Cl)cc(Cl)cc2[nH]1,0.040307828605824686,0
Cc1cc(C)n2nc(CCNC(=O)c3cc(F)cc(F)c3)nc2n1,0.14971660007775195,0
COCCC1CCN(C(=O)CCCc2cccc(F)c2)CC1C(=O)N1CCN(c2ccccn2)CC1,0.0,0
CC(=O)c1cccc(NC(=O)Cn2c(=O)n(Cc3ccccc3)c(=O)c3ccccc32)c1,0.0,0
Cc1cccnc1-c1cc(N2CCC(C(=O)N3CCN(Cc4ccsc4)CC3)CC2)ncc1Cl,0.011498025013175116,0
NN=c1[nH]c2c(ncc3ccc4c(=O)n(-c5ccccc5)ccc4c32)s1,0.09790839692833779,0
O=C(CCC(=O)N(CC1CCCO1)C(C(=O)NCc1ccccc1)c1ccccc1)N=c1cccc[nH]1,0.04279700595224691,0
O=C1NC(=O)N(c2ccc(F)cc2)C(=O)C1=Cc1ccc2ccccc2n1,0.0,0
COc1cc(OC)cc(N(C)c2cc[nH]c(=NCCN3CCOCC3)n2)c1,0.06656085649168723,0
CCCCCCCCCCCCCCSCCCCCCCC,0.03739786682916975,0
Cc1nc(CN2CCOC3C(OCC4CC4)CCC32)oc1C,0.10364519399114755,0
CC[n+]1ccccc1-c1ccc(C=NN=c2[nH]cnc3ccc(N4CCOCC4)cc23)cc1,0.0,0
COc1ccc(N2C(=O)C(=CSCc3ccccc3C#N)N=C2c2ccccc2)cc1,0.0,0
Cc1nc2cc(Cl)c(F)cc2c(=O)n1-c1c(F)c(F)c(S(N)(=O)=O)c(F)c1F,0.0,0
N=c1c(C(N)=O)c[nH]n1-c1cc(-c2ccco2)nc(Cc2ccc(F)cc2)n1,0.0,0
CC(=O)C(NC(=O)CCCBr)C(=O)O,0.030502567335052588,0
CC(C)(C)c1ccc(S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCc2ccncc2)cc1,0.026568061514241834,0
COc1ccc(CNC(=O)C(C)(C)Cc2ccc(NS(=O)(=O)c3ccc(NC(=O)Nc4ccc(F)cc4)cc3)cc2)cc1,0.01994834813010533,0
COC(=O)C(C)(Cc1ccccc1)Oc1ccc(C=O)cc1,0.0,0
