,smiles,score,likelihood
31,c1ccc(N2CCN(CCCOc3cc4c(cc3)CCN(C3CCN(Cc5ccccc5)CC3)CC4)CC2)c(Cl)c1Cl,0.67507297,-29.858032
53,c1cc(N2CCN(CCCOc3cc4c(cc3)CCN(C3CCN(CCCc5ccccc5)CC3)CC4)CC2)c(Cl)c(Cl)c1,0.67005324,-33.969566
1,C1N(C2CCN(CCCCNC(c3ccc(Cl)cc3)=O)CC2)CCN(c2ccccc2OC)C1,0.6660106,-27.831089
52,c1cc(N2CCN(CCCOc3cc4c(cc3)CCN(C3CCCC3)CC4)CC2)c(Cl)c(Cl)c1,0.65803725,-26.731373
5,C1CN(C2CCN(CCCCNC(c3ccc(Cl)cc3)=O)CC2)CCN1c1cccc(Cl)c1Cl,0.6577832,-27.90276
7,C1(N2CCN(c3c(OC)cccc3)CC2)CCN(CCc2c(C#N)ccc(Cl)c2)CC1,0.6572563,-31.251112
3,C1CN(CCCCNC(=O)c2ccc(OCCF)cc2)CCN(c2ccccc2OC)C1,0.65680045,-24.629765
7,C1(N2CCN(c3c(OC)cccc3)CC2)CCN(CCc2ccc(F)cc2)CC1,0.6561979,-23.565731
10,C1(N2CCN(c3c(OC)cccc3)CC2)CCN(CCc2cc(F)ccc2)CC1,0.6559883,-25.997904
57,N1(C2CN(CCN3CCN(c4cc(Cl)ccc4)CC3)CC2)CCN(c2ccccc2OC)CC1,0.65514,-32.063034
57,C1C(N2CCN(c3c(OC)cccc3)CC2)CCN(CCc2ccc(Cl)cc2)C1,0.6532982,-25.012585
47,c1(OCCN2CCC(N3CCN(c4ccccc4OC)CC3)CC2)cc(Cl)ccc1Cl,0.65255725,-31.231415
23,c1(CN2CCN(c3c(OC)cccc3)CC2)c(C2CCN(CCN3CCC(c4ccc(Cl)cc4)CC3)CC2)cccc1,0.6525264,-38.694046
4,C1(N2CCN(c3ccccc3OC(C)C)CC2)CN(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,0.6519515,-34.695465
2,C1CC(N2CCN(c3c(OC)cccc3)CC2)CCN1CCCN1CCc2c(cccc2)C1,0.6511766,-29.441002
37,Clc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2ccc(F)cc2)CC1,0.65086013,-19.519224
4,C1(N2CCN(c3c(OC)cccc3)CC2)CCN(Cc2cccc(Cl)c2)CC1,0.6493078,-22.218945
48,C1(N2CCN(c3c(OC)cccc3)CC2)CN(CCCN2CCN(c3ccccc3OC)CCC2)CC1,0.6492986,-36.48763
29,c1(N2CCN(CCCCN3CCN4c5c(cccc5)CCC4C3)CC2)c(Cl)c(Cl)ccc1,0.6492474,-29.466562
6,C1CC(N2CCN(c3c(OC)cccc3)CC2)CN(CCN2CCN(c3c(Cl)c(Cl)ccc3)CC2)C1,0.64907706,-31.155941
