Step,Scaffold,SMILES,Human-Component,raw_Human-Component,total_score,ID
0.0,O=C1NC(N2CCN(c3ccccc3)CC2)C(=O)Nc2ccccc21,O=C1NC(N2CCN(c3ccc(F)cc3)CC2)C(=O)Nc2cc([N+](=O)[O-])ccc21,0.4799756705760956,0.4799756705760956,0.4799756705760956,fine-tune predictive component HITL_0
0.0,c1cc(C2NCCc3sccc32)cs1,c1cc(C2NCCc3sccc32)cs1,0.47392702102661133,0.47392702102661133,0.47392702102661133,fine-tune predictive component HITL_1
0.0,O=C1C=C2C=CCCCC2CC1,O=C1C=C2C=CCCCC2CC1,0.47220635414123535,0.47220635414123535,0.47220635414123535,fine-tune predictive component HITL_2
0.0,c1ccc(-n2cnnn2)cc1,Brc1ccc(-n2cnnn2)cc1,0.47201988101005554,0.47201988101005554,0.47201988101005554,fine-tune predictive component HITL_3
0.0,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccccc1)CC2,CC(C)(C)c1ccccc1OCCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,0.47035107016563416,0.47035107016563416,0.47035107016563416,fine-tune predictive component HITL_4
0.0,c1ccc(C2NCCS2)cc1,OCC1CSC(c2c(F)cccc2F)N1,0.4703446924686432,0.4703446924686432,0.4703446924686432,fine-tune predictive component HITL_5
0.0,c1ccc(OCCNCCOc2ccccc2)cc1,Fc1ccc(Cl)c(OCCNCCOc2ccccc2OC(F)F)c1,0.4702198803424835,0.4702198803424835,0.4702198803424835,fine-tune predictive component HITL_6
0.0,c1ccc(N2COc3c(ccc4ncncc34)C2)nc1,CCc1nc(N(CC)CC)c2c3c(ccc2n1)CN(c1ncccc1C(F)(F)F)CO3,0.46998119354248047,0.46998119354248047,0.46998119354248047,fine-tune predictive component HITL_7
0.0,c1ccc(-c2cccc(CC3COCOC3)c2)cc1,COc1ccc(-c2ccccc2)cc1CC1COC(C)(C(=O)O)OC1,0.46983516216278076,0.46983516216278076,0.46983516216278076,fine-tune predictive component HITL_8
0.0,O=S(=O)(Nc1ccc(CCN2CCNCC2)cc1)c1ccccc1,Cc1cc(S(=O)(=O)Nc2ccc(CCN3CCN(C)CC3)cc2)c(C)cc1Cl,0.4697873890399933,0.4697873890399933,0.4697873890399933,fine-tune predictive component HITL_9
0.0,N=c1[nH]ccn2c(C3CC(N4CCNCC4)C3)nc(-c3ccc(Oc4ccccc4)cc3)c12,CN1CCN(C2CC(c3nc(-c4ccc(Oc5ccccc5)cc4)c4c(=N)[nH]ccn34)C2)CC1,0.46965423226356506,0.46965423226356506,0.46965423226356506,fine-tune predictive component HITL_10
0.0,O=S(=O)(NCC(Nc1ccccc1)c1cccs1)c1ccccc1,CN(c1ccccc1)C(CNS(=O)(=O)c1c(F)cccc1F)c1cccs1,0.46928781270980835,0.46928781270980835,0.46928781270980835,fine-tune predictive component HITL_11
0.0,O=C1OCCc2cc3c(c(OC4CCCC4)c21)CCC3,O=C1OCCc2cc3c(c(OC4CCCC4)c21)CCC3,0.46887215971946716,0.46887215971946716,0.46887215971946716,fine-tune predictive component HITL_12
0.0,c1ccc(CC2c3ccccc3C3=NCCN32)cc1,COc1ccc(CC2(O)c3ccccc3C3=NCCN32)cc1,0.46871769428253174,0.46871769428253174,0.46871769428253174,fine-tune predictive component HITL_13
0.0,c1ccc(Cn2ccc3cn(-c4ccccc4)cc32)cc1,COC(=O)c1cn(Cc2ccccc2)c2c(O)n(-c3cccc(F)c3)c(O)c12,0.4674971103668213,0.4674971103668213,0.4674971103668213,fine-tune predictive component HITL_14
0.0,O=C1c2nc3ccccc3cc2CN1Cc1ccccc1,CC1c2cc3ccccc3nc2C(=O)N1Cc1ccc(F)cc1,0.46729329228401184,0.46729329228401184,0.46729329228401184,fine-tune predictive component HITL_15
