,smiles,score,likelihood
37,[nH]1ccc(-c2ccccc2)nc1=Nc1cc(Cl)c(OCc2ccccc2)cc1,1.0,-24.579962
63,Clc1ccc(-n2nnnc2SCC=Cc2ccccc2)cc1,1.0,-20.866365
2,N1(C)C(=O)OCC12CCN(C1Cc3c(cccc3)CC1)CC2C,1.0,-27.9165
40,c1c(-c2ccc(OC)cc2)nn(C)c1-c1[nH]c2ccccc2n1,1.0,-24.818855
15,c1(S(=O)(Nc2c(OC)cccc2)=O)cc2c(cc1)OCC(=O)N2,1.0,-19.654608
16,O=C(c1ccc(S(=O)(N2CCOCC2)=O)cc1)N=c1[nH]cccn1,1.0,-22.964804
5,c1c2c(ccc1)c(S(Nc1c(-c3nc4c(ccc(-n5ccnc5)n4)cc3)cccc1)(=O)=O)ccc2,1.0,-34.44753
14,c1cc(F)c(N2C(=O)COCC2=O)cc1,1.0,-22.999207
15,n1(C(C)C)c2c(nc1-c1c(OC)nc(N(C)C)nc1)C(=O)N(c1c(C)ccc(Cl)c1)C2c1ccc(C#N)cc1,1.0,-22.058983
17,c1(NC(Nc2ccc(N(CCCl)CCCl)cc2)=O)c(Nc2ccccc2)cccc1,1.0,-21.64468
15,C(CCC(=O)N)(=O)NCc1cc2c(cc1)OCO2,1.0,-23.815296
2,C(=CC(Cn1cc(Br)c(=O)[nH]c1=O)=O)c1ccccc1,1.0,-26.88807
25,c12c(c3c(s1)COC(C)(C)C3)c(=Nc1ccc(F)c(Cl)c1)nc(C)[nH]2,1.0,-27.451265
44,n1c2c(nc(-c3ccccc3)c(=NCc3ccc(OC)cc3)n2CCO)cc(Cl)c1,1.0,-37.473938
13,c1(CN2CCC(CCC(=O)c3ccc4[nH]c(=O)oc4c3)CC2)ccccc1,1.0,-20.644424
54,c1cnc2c3c(ccc(C)c3)oc2c1N1CCN(CC)CC1,1.0,-26.230902
29,c1(OCc2nc(-c3ccccc3)sc2)cccc(C(CCc2nnc(CCCc3ncccc3)o2)=O)c1,1.0,-33.649536
5,c1cc(-c2nc(CN3CCCC3c3c(C)n[nH]c3C)on2)ccn1,1.0,-24.58062
3,c1cc(OCC(c2cc(C)n(C(C)COC)c2C)=O)c(Cl)cc1Cl,1.0,-24.007988
58,FC(c1cc(NC(c2cc(S(=O)(N3CCOCC3)=O)ccc2)=O)ccc1)(F)F,1.0,-21.27124
