smiles,label_proba,label_binary
COc1ccc(C(=O)NCC2CCCO2)cc1,0.00054325047,0
COc1c(Cl)cc(C(=O)NCc2ccco2)cc1Cl,0.001288979,0
Cc1ccc2c(c1)C(c1ccc(F)cc1)CC2N1CCN(CCO)CC1,0.9999979,1
CN1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1(C)C,0.99999905,1
Cc1nnc(SCC(=O)c2ccc(Cl)cc2)s1,8.876027e-05,0
Cc1ccc(C(=O)NN=C2CCSC2)cc1[N+](=O)[O-],0.00015477337,0
C=CCn1c(S)nnc1C(C)NC(=O)c1cccc(C)c1,0.0005622465,0
CCOc1ccc(C(=O)NCC2CCCO2)cc1,0.00046858465,0
Nc1nc(SCC(=O)c2ccc([N+](=O)[O-])cc2)n[nH]1,0.00034599437,0
Cc1ccc(C(=O)NCc2ccco2)cc1,0.0003370228,0
CCN1CCCC1CNC(=O)c1cc(CCCF)cc(OC)c1OC,0.99999905,1
CCN1CCCC1CNC(=O)c1cc(I)cc(O)c1OC,0.99999946,1
CC(C)(C)OCC(NC(=O)OC(C)(C)C)c1nnc(C(CCCCNC(=O)OC(C)(C)C)NC(=O)C2CCN(C(=O)OC(C)(C)C)CC2)o1,0.005483673,0
CCN1CCCC1CNC(=O)c1cc(I)cc(OC)c1OC,0.99999976,1
CCCc1cc(O)c(OC)c(C(=O)NCC2CCCN2CC)c1C,0.9999889,1
Cc1c(C=CC(=O)c2ccccc2O)cnn1C,0.0017884544,0
CC1CN(C(=O)C(C)Sc2nnnn2C)CC(C)O1,0.0023641733,0
Cn1c(CO)cnc1SCC(=O)c1ccc(Cl)cc1,0.00021951243,0
CS(=O)(=O)c1ccc2c(c1)C(N1CCN(CCO)CC1)CC2c1ccc(F)cc1,0.99352604,1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NCc2ccco2)cc1,0.00032379944,0
Cc1ccc(C=C(C#N)C(=O)c2ccccc2)s1,5.0310013e-05,0
OCCN1CCN(C2CC(c3ccc(F)cc3)c3c(Cl)cccc32)CC1,0.9999876,1
Cc1ccc(C(=O)NCc2ccco2)cc1Br,0.00045934867,0
Cc1ccccc1C(=O)OCc1cnc(Cl)s1,0.00074082694,0
Cn1cnc2cc(-c3cccc(N4CCOCC4=O)c3)[nH]c(=NC3CC3)c2c1=O,0.05497714314405773,0
Cc1c(Cc2ccccc2)c(=O)oc2ccc(OCc3cccc(F)c3)cc12,0.0,0
CCN=c1[nH]cnc2c1ccn2C,0.06893853630492437,0
O=C1NC(=O)C2(CON=C2c2ccc(F)cc2)N1,0.15238662769021374,0
N#CC1C(=N)N(c2ccc(S(N)(=O)=O)cc2)C2=CCCC(=O)C2C1c1cc2cc(Cl)ccc2nc1Cl,0.0,0
