smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_rank,label_2_rank,label_3_rank
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,Cc1ccc(NC(=S)NCC(C)(C)CN2CCN(C)CC2)cc1C,tensor(0.2591),tensor(0.4799),tensor(0.2610),tensor(1),tensor(3),tensor(2)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,CN(C)C(=O)CC1(C)C=C2C3C=CC2C1CC3Cc1ccccc1,tensor(0.2600),tensor(0.4815),tensor(0.2585),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,COC1CCN(C(=O)C2CSCCN2S(=O)(=O)c2ccc(Cl)cc2)C1,tensor(0.2602),tensor(0.4819),tensor(0.2578),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,CCN=c1ncc(C(=O)NCC2CCCN(Cc3ccccc3)C2)c[nH]1,tensor(0.2550),tensor(0.4723),tensor(0.2727),tensor(1),tensor(3),tensor(2)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,CCOc1ccc(C(C)=O)cc1OCCCCN(C)CCc1ccc(OC)c(OC)c1,tensor(0.2599),tensor(0.4813),tensor(0.2588),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,CC(=O)N1c2c(C(N)=O)c(-c3ccccc3)nn2CC1CO,tensor(0.2602),tensor(0.4820),tensor(0.2578),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,ON=C(O)C=Cc1ccccc1OCc1cccc(F)c1,tensor(0.2602),tensor(0.4819),tensor(0.2579),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,O=C(C=C1CCCc2ncccc21)OCCCCc1ccccc1,tensor(0.2596),tensor(0.4808),tensor(0.2597),tensor(1),tensor(3),tensor(2)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,O=c1oc2cc(Oc3ccncc3O)ccc2c2c1CCCC2,tensor(0.2592),tensor(0.4801),tensor(0.2606),tensor(1),tensor(3),tensor(2)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,Cc1ccc(C2NC3(CCCN(C)C3=O)C3(C(=O)Nc4ccccc43)C2C)cc1,tensor(0.2599),tensor(0.4814),tensor(0.2587),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,COc1cccc(NC(=O)c2cccs2)c1,tensor(0.2602),tensor(0.4820),tensor(0.2578),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,CC1CN(C(CN2CCC3(CO3)C2)C2CCCCCC2)CCN1Cc1c[nH]cn1,tensor(0.2551),tensor(0.4726),tensor(0.2723),tensor(1),tensor(3),tensor(2)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,tensor(0.2601),tensor(0.4817),tensor(0.2582),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,O=c1cc(N2CCNCC2)ccn1-c1ccc(-c2ccnc(C(F)(F)F)c2)cc1,tensor(0.2509),tensor(0.4647),tensor(0.2845),tensor(1),tensor(3),tensor(2)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,c1ccc(N=Nc2ccccn2)nc1,tensor(0.2599),tensor(0.4813),tensor(0.2588),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,CCCCCCCCCCCCN=C(N)NCC(=O)O,tensor(0.2598),tensor(0.4812),tensor(0.2589),tensor(2),tensor(3),tensor(1)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,OC1NCCOC1Cn1cc(Cc2ccccc2)c2ccccc21,tensor(0.2593),tensor(0.4802),tensor(0.2605),tensor(1),tensor(3),tensor(2)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,COc1ccc(C(=CCCN2CCC(C(=O)O)CC2)c2ccccc2CO)cc1,C=CCNC(=S)N1CCN(CCN=Cc2c[nH]c3ccccc23)CC1,tensor(0.2569),tensor(0.4758),tensor(0.2674),tensor(1),tensor(3),tensor(2)
CC1CN(C(=O)c2ccc(C(=O)O)cc2)c2cc(-c3ccccc3)c3cccnc3c21,Cc1ccc(NC(=S)NCC(C)(C)CN2CCN(C)CC2)cc1C,CN(C)C(=O)CC1(C)C=C2C3C=CC2C1CC3Cc1ccccc1,tensor(0.3332),tensor(0.3356),tensor(0.3313),tensor(2),tensor(3),tensor(1)
