,smiles,score,likelihood
63,C1CN(CC(=O)N=c2[nH]cc(Cl)cc2)CCN1C1CCCCC1,1.0,-22.523771
63,C1C2CC(c3n(C)c(C(F)(F)F)nn3)=C(C(O)=O)C1CC2,1.0,-27.567886
63,n1nn(C2CCN(Cc3ccc4ccccc4n3)CC2)cc1CCl,1.0,-33.72881
63,C1CNCC(c2cccc(N=c3cc[nH]cc3)c2)C1,0.98182285,-22.154144
63,c1cc(Cl)ccc1CCN1CC2OC1(CN1CCCC1)CC2,0.97568303,-29.967978
62,C(O)(C1CCN(CCCc2ccccc2)CC1)=O,0.9703021,-20.745758
63,C(CCC(C)=O)N1CCN(CC(C(c2ccccc2)=O)=O)CC1,0.9590164,-30.271849
62,C1CCC(COC)N1Cc1n2c(nn1)CCN(Cc1cscc1)CC2,0.95564973,-26.359783
62,S=c1n(CCCN2CCCCC2)c2c(cc(OC)cc2)s1,0.954918,-27.018736
63,CC1CN(CC2CC2)CC(C)N1Cc1cncn1C,0.9485407,-28.297829
62,c1(C(c2c(Cl)cccc2)N2C3CCC2CC(O)(c2ccc(F)cc2)C3)nc2ccccc2n1C,0.94843996,-30.996264
60,C(C(C#N)(C)C)N1CCc2c(cccc2Cl)C1,0.94288737,-28.453161
63,C1CC2CN(CC)CC2C1,0.9416283,-23.750479
59,C12C3CC(c4c5cc([N+]([O-])=O)ccc5[nH]c4)=C(CN4CCN(C)CC4)C1CCCN2CCC3,0.94096047,-40.744923
60,C(N)CCC1CN(CCCc2ccccc2)CC1c1ccccc1,0.9378636,-26.886124
58,CN1CCC2C1CCc1c3c(cccc3)n(C)c12,0.9326677,-25.048883
62,C1C23C4Oc5c2c(ccc5O)CC(N(C)CC4)C3(O)CC1,0.9259563,-18.848429
60,c1ccc2c(c1)COc1c(cc(Cl)cc1)C2NCCN1CCCC1,0.92517185,-21.112957
61,C1C(CO)CN(CCc2ccncc2)CC1n1c2n(ncc2)cc1,0.9234511,-35.61536
58,C(N1C(CCO)CN(Cc2cc3c(cc2)OCC3)CC1)c1ccc(F)cc1,0.921915,-24.537798
