smiles,label_proba,label_binary
COc1ccccc1N(CC(=O)NCC1CCCO1)C(=O)C=Cc1cc(OC)c(OC)c(OC)c1,0.0050621231381951775,0
CC(=O)Nc1cc2nc([S+]([O-])Cc3c(Cl)cccc3Cl)[nH]c2cc1Oc1cccc(N(C)C)c1,0.006805662509396384,0
COc1cnc(-c2ccc(N(Cc3ccsc3)C(=O)c3cc(Cl)c(O)cc3O)cc2)c(C)n1,0.0037344052418712297,0
COc1cc(OC)cc(-c2nn(C)c(=O)c3c(N)c(C(N)=O)sc23)c1,0.0005218512285806492,0
O=c1[nH]c2cc3c(cc2cc1CNCc1ccccc1)OCCO3,0.0036370705873498906,0
COc1cc(-c2ccc(F)cc2O)cc2[nH]c(=O)nc(C(C)C)c12,0.00159708253727199,0
COc1ccc(-c2ccc(-c3c(Cl)sc4c(C)cccc34)c(OC)c2)cc1Cl,0.005123726742245057,0
COc1ccc(CCC(=O)c2ccc(OC)c(OC)c2OC)cc1OC,0.0040732185049215264,0
COc1ccc(C=NNC(=O)c2sc(C(=O)NN=Cc3cccs3)cc2C)cc1,0.0003608205428184351,0
COc1cc(C2c3c(oc4ccccc4c3=O)C(=O)N2c2nc(-c3ccc(F)cc3F)cs2)ccc1O,0.006113415745603943,0
COc1cc(OC)c(C(=O)C=Cc2cc(C(=O)C=Cc3cc(OC)c(OC)c(OC)c3)ccc2OC)c(OC)c1,0.021463694972584813,0
CCC1CC(=O)NN=C1c1ccc2nc(-c3ccc(C(=O)NCc4cccc(OC)c4)cc3)ccc2c1,0.010780277310193626,0
Cc1cc(C)nc(OCC23COCC2CN(c2ccc(C(F)(F)F)cn2)C3)n1,0.010801999230737103,0
COc1cccc(OC)c1C(=O)N(c1c(C)n(C)n(-c2ccccc2)c1=O)C(C)C,0.00025088117958548206,0
CCOC(=O)c1c(N)n(Cc2ccc(Cl)c(Cl)c2)c2nc(=N)[nH]nc12,0.0028705218748619424,0
CN(C)CCN(C)C(=O)c1ccc2[nH]c(C(=O)N3CCOCC3)cc2c1,0.007544304460407812,0
COc1ccccc1N1CCN(C(=O)c2ccc3[nH]c(O)cc3c2)C(C)C1,0.005552334871651905,0
COc1ccc(NC2CCCN(Cc3ccc(C)o3)C2)cc1,0.018619395040967716,0
CN(C(=O)COC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1ccc(F)cc1,0.0002824491792487124,0
COc1ccc(S(=O)(=O)NNC(=O)CCN2C(=O)c3c(OC)cccc3S2(=O)=O)cc1,0.0017082763378084241,0
CCC12CN3CC(CC)(CN(C1)C3c1ccc(OC)c(OC)c1)C2=O,0.025082853952838415,0
CCCCc1ccc(Cc2cncc3cc(OC)c(OC)cc23)cc1,0.04897791184970482,0
COc1ccc(Cn2cc(C(=O)O)c(=O)c3ccc(N4CCOCC4)cc32)cc1,0.001077565506611373,0
NS(=O)(=O)c1c(NS(=O)(=O)c2ccccc2)cc(F)c(F)c1F,0.002754564746709255,0
O=c1c(Br)cc2c(Cl)c(Cl)ccc2n1-c1c(Cl)cccc1Cl,0.016571168209779125,0
COc1ncc[nH]c1=NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,0.00011436087965129507,0
COc1ccc2cc(C#N)ccc2c1OCC1CCN(CCN2CCN(c3nc4cccnc4n4cccc34)CC2)CC1,0.24861226123214578,0
COc1ccc(NS(=O)(=O)c2cccs2)cc1,0.00020268367099656725,0
COc1cccc(NC(=O)N=c2[nH]c(-c3cccc(CN4CCOCC4)c3)cs2)c1,0.020957853656304662,0
CN1CCCN(c2ccc(C(=O)c3ccc(F)cc3)cc2)CC1,0.24152464581785846,0
O=[N+]([O-])c1ccc2cc(OCCSc3ccccc3)ccc2c1,0.0018173592699953411,0
c1ccc2c(CCc3nnc(-c4ccc5c(c4)OCO5)o3)c[nH]c2c1,0.0021635522069280177,0
