,smiles,score,likelihood
31,c1(Cl)cc(Cl)ccc1Cc1cc(=O)c(=O)[nH][nH]1,1.0,-20.247156
31,Cc1cccc(-c2c[nH]n(-c3cc(C)c(C(=O)O)cc3)c2=O)c1,1.0,-27.896347
31,C1(c2ccc(C#N)cc2C(N2CCc3c(n[nH]c3)C2)=O)CCN(C(=O)C)CC1,1.0,-27.198204
29,OC(C(NC(=O)C)CCC(=O)N)=O,0.9860215,-18.91991
30,c1cn(-c2c(C#N)cc(-c3cccc(C)c3)c(=O)n2Cc2ccc(F)cc2C(F)(F)F)cn1,0.9678161,-38.851578
30,C(C(Cc1c(Cl)cccc1)C(O)=O)c1ccccc1CCC(O)=O,0.9655914,-29.857536
31,c1c(O)ccc(CC(C(=O)NC2(C(NC(Cc3ccc(O)cc3)C(O)=O)=O)Cc3c(cccc3)C2)N)c1,0.9645161,-25.173931
27,c1cccc2c1CN(C(C(=O)NCc1cc(F)ccc1)c1ccc(Cl)cc1)C(C(=O)N)C2,0.9376344,-34.612476
31,c1(Cn2c(C(=O)N3CCC(C(NCC4CC4)=O)CC3)cc3sc(Cl)cc32)ccc(F)cc1,0.9354839,-28.051878
30,C1C(CCc2ccccc2)CCNC1,0.93333334,-17.972507
28,c1cc2c(cc1C#N)CC(C1CCN(Cc3ccccc3)C1)=C2C#N,0.9204301,-28.376974
28,c1(=O)ccn(C2CC(OC(c3cccc(F)c3)=O)C(COC(C)=O)O2)c(=O)[nH]1,0.91935486,-27.090227
28,c1(C2CCCCC2)cc(F)ccc1Oc1c(=NS(=O)(=O)CCC)nc(-c2ccccc2)[nH]c1CC,0.9107527,-37.24012
28,C(C1CCCCC1)NC(c1ccc2c(c1)N(Cc1c(C)cccc1)C(=O)c1c(cccc1)[S+]2[O-])=O,0.9100985,-25.730679
28,c12sc(-c3ccccc3)c(C#CCOC3COc4n(cc([N+]([O-])=O)n4)C3)c1cccc2,0.90645164,-22.428314
30,c1(SCc2n(-c3ccc(Cl)cc3)c(=S)[nH]n2)nc2n(cccn2)n1,0.8990148,-26.682312
29,c1c(C(CO)N=c2cc(-c3ccc(OC4CCOCC4)c(C#N)c3)[nH]c(=N)[nH]2)cccc1,0.891954,-31.619312
30,C(C(C)C)Cc1[nH]c(CCc2[nH]c(C)c(-c3ccc(N4CCOCC4)cc3)n2)cc(=O)n1,0.8860215,-44.581207
28,c1cc(-n2cccc2)c(S(=O)(N)=O)cc1-c1cc(OC)sc1,0.8784946,-36.84623
27,c1(Cl)cc(Cl)c(-c2ccc(OC(F)(F)F)cc2)cc1C(=O)NC1CC(C(NC)=O)C1,0.87356323,-33.07785
