,smiles,score,likelihood
11,O=c1c2c(n(-c3ccccc3)nc2)nc(CN2CCOCC2)n1-c1ccc(OC)c(OC)c1,0.49659044,-27.95526
11,c1c(-c2[nH]c3c(c(=O)n2)CN(C(C(C)c2cc(F)c(-c4ccc(OC)cc4)cc2)C)C3)cc(OC)c(OC)c1OC,0.4961988,-41.720234
2,N=c1[nH]cc(C)c2cc(F)c(-n3c4c(cccn4)[nH]c3=O)cc21,0.49603063,-35.476524
4,c12cc(CNC(Cc3c(=O)n(Cc4ccccc4)c(C)c(C(N4CCOCC4)O)c3)=O)ccc1OCO2,0.49597418,-21.879087
30,c1c(NC(=O)c2cc(OC)c(OC)cc2)cc2nn(-c3ccc(OC)cc3)nc2c1,0.49596295,-23.972815
16,Clc1cc2c(cc1)N(CN1CCN(c3ccc(-c4ncccc4)c(Cl)c3)CC1)C(=O)C2=O,0.49595508,-36.444427
28,S(c1ccc2c(c1)nc(CN1CCCC1)n2CCCCCF)(=O)(=O)N,0.4957996,-33.29288
0,n1oc(CCCC(NCc2ccccc2C)=O)nc1-c1ccc(Cl)cc1Cl,0.4957865,-26.01406
25,C(c1c2c(cccc2)[nH]c1)=NN=c1[nH]c(=Nc2cc(-c3ccccc3)ccc2)[nH]c(=Nc2ccc(OC)cc2)[nH]1,0.49576908,-33.99117
17,c12ccc(N3Cc4n(c(C)c(C)c4)CC3)cc1-c1c(c(-c3ccc(-c4ccc(O)cc4)s3)n[nH]1)C2,0.4956797,-41.183487
20,O=S(=O)(Nc1ccc(N2CCNCC2)cc1OC)c1c(Cl)cc(CCCCCC)cc1,0.49565634,-30.371271
16,Cc1noc(C)c1S(=O)(N1CCC(C(N2CCN(c3ccc(OC)cc3)CC2)=O)CC1)=O,0.49563572,-20.777071
1,C1(=O)N=C2CCCc3cccc(c32)C1CN1CCC(c2ccccc2)CC1,0.49559674,-28.729042
19,C1CC(C)CCN1Cc1cncn1C1CCNC1,0.49556956,-28.216167
5,CCC1=NC2C34C56C(O)(C(Cc5c3c(c(OC)cc6)O4)C1)N(CC1CC1)CC2,0.49556664,-39.67895
7,c1c(OC)c(OCC(N2CCOCC2)=O)ccc1C(Nc1ccc(N2CCN(CC)CC2)cc1)=O,0.4955513,-25.941101
2,c1(OC)c(OC)cc(C(=O)OC2C(O)(C)C(=O)C(Cc3ccc(O)c(OC)c3)C2c2ccccc2)cc1OC,0.4954893,-36.244156
1,C(C(N=c1scc(-c2cc(OC)c(OC)c(OC)c2)[nH]1)=O)Oc1cc(S(=O)(=O)CC)ccc1Cl,0.49548835,-33.650345
4,c1ccc2c(c1)-c1c(cccc1COC(=O)c1cccs1)C2=O,0.49548334,-26.676437
3,C1C2=CC(=O)CCC2(C)C2CCC3(C)C(C2C1)CC=C3C(C)=O,0.49547,-23.774912
