,smiles,score,likelihood
63,C1CN(CCCOc2ccc3c(c2)ccc(CCN2CCCC2)c3)CCC1c1c2ccc(F)cc2on1,1.0,-30.456821
63,C1CN(CCCOc2ccc(CCN3CCN(c4c(OCC)cccc4)CC3)cc2)CCC1c1c2ccc(F)cc2n(C)c1,1.0,-34.90488
63,C1N(CCN2CCC(c3c4c(ccc(F)c4)[nH]c3)CC2)CCN(c2cccc(Cl)c2)C1,1.0,-24.625183
62,c1cc2c(c(Cl)c1)c(N1CCN(CCc3ccc(-c4cccc5ccccc54)s3)CC1)ccc2,0.99743986,-43.101494
61,c1cc2sc(CCCCN3CCN(c4c5c([nH]cc5)ccc4)CC3)nc2cc1Cl,0.99590373,-31.038391
62,C1CN(CCCNCCc2ccc(Cl)cc2)CCN1c1c(Cl)c(Cl)ccc1,0.9867795,-24.116913
63,C1CN(Cc2c(O)ccc(Cl)c2)CCN1CC=Cc1ccccc1,0.9828469,-20.405704
63,C1CN(CCC2CCN(Cc3cc(Cl)ccc3)CC2)CCN1CCc1ccc(C)cc1,0.9796404,-30.40752
63,C1N(CCNCc2ccc(OC)c(OCCF)c2)CCN(c2ccc(OC)cc2)C1,0.979376,-31.739784
63,Cn1c2c(n(CCC)c(N3CCN(CCO)CC3)n2)c(=O)n(CCC)c1=O,0.97853106,-27.795368
61,n1(C)c(SCCCN2CCc3c(cc(-c4noc(C)c4)cc3)CC2)nnc1-c1cc(C)n[nH]1,0.9765537,-27.762342
63,N(CCCCN1CCN(c2c(Cl)c(Cl)ccc2)CC1)C(C1CCN(Cc2cccc(OC)c2)CC1)=O,0.97595626,-28.159504
59,Cn1c2c(c3ccccc13)c(CC)nn2CCCCCCCCCCN1CCN(c2c(OC)cccc2)CC1,0.9751454,-38.40252
59,c1c2c(ccc1O)C1N(C(CO)C2)CCc2cc(O)c(Cl)cc21,0.97322404,-29.834711
61,c1cc(Cl)cc(N2CCN(CCCCCN3C(=N)N(CCCCCCCC)CC3)CC2)c1,0.97144365,-30.998503
62,C(c1c(OC)cc(F)cc1)=NNC(CCCN1CCN(c2c3c(cccc3)sn2)CC1)=O,0.9710382,-35.101692
57,Clc1c(Cl)cccc1N1CCN(CCC2CCC(NC(=O)c3ccc(Cl)cc3)CC2)CC1,0.9700461,-22.382687
61,C1CN(c2ccc(Cl)cc2)CCN1C1CN(CCCc2ccccc2)CCC1,0.9685352,-23.828495
59,C1N(c2ccccc2OC)CCN(CCCCc2ccccc2)C1,0.96799797,-17.888702
62,Clc1cccc(N2CCN(CCCn3ncc(N4CCN(CC5Oc6ccccc6OC5)CC4)cc3=O)CC2)c1Cl,0.9643046,-26.933617
