,smiles,score,likelihood
23,COc1ccc(COCCCOc2ccc(N3C(C(=O)N(Cc4ccc(Cl)cc4)C4CC4)CNCC3=O)cn2)cc1,1.0,-26.11647
27,N1CCN(CCCNC(=O)c2c(OC)cc(N)c(Cl)c2)CC1,1.0,-22.268387
14,c1cc(F)ccc1CCCCN1CCCCC1,1.0,-21.056473
3,O(c1c(OC)cc2c(c1)C(CCCCCCN1CCN(c3cccc(Cl)c3)CC1)=CC2)C,1.0,-27.24879
3,c1cc(N2CCN(CCCCN3C(=O)c4c5c(cccc5ccc4)C3=O)CC2)c(Cl)c(Cl)c1,1.0,-22.087152
24,C1CCCN(CCc2ccc(N3C(=O)C=CC3=O)cc2)C1,1.0,-20.016708
8,c1c(OC(F)(F)F)ccc(CN2C(=O)c3c(cccc3)C2(c2ccc(Cl)cc2)OCCN2CCCC(C(O)=O)C2)c1,1.0,-28.440718
23,c1cc(OC)c(C(NCCCN2CCN(c3ccc(OC)cc3)CC2)=O)cc1OC,1.0,-23.586662
3,c1(C2CNCCN2C)c[nH]cn1,1.0,-22.707685
29,N(C(Cc1c2ccccc2[nH]c1)C(N1CCN(c2c(F)cc3c(n(C4CC4)cc(C(=O)O)c3=O)c2)CC1)=O)CCN(C)C,1.0,-34.20935
24,c1cccc(CCCCN2CCC(CN(C)Cc3cccc(C)c3)CC2)c1OC(C(F)(F)F)C(F)(F)F,1.0,-38.298374
31,c1(CN2CCC(CCCOc3cc4c(cc3)CCC(=O)N4)CC2)ccccc1,1.0,-19.904102
20,Cc1sc2c(c1)=C(N1CCN(C)CC1)Nc1cccc(Cl)c1N=2,1.0,-24.04969
29,C1c2c(cccc2)C2(CCN(CCCN(CC3CC3)S(=O)(=O)c3c(Cl)cccc3Cl)CC2)C1,1.0,-31.156893
2,c1cc2n(Cc3ccc(Cl)cc3)c(C3CN(c4c(C#N)c(C)ccn4)CCC3)nc2cc1,1.0,-25.132385
13,C1NCCC1c1c(Br)nc(N2c3c(ccc(F)c3)CC2)o1,1.0,-37.27147
24,c1ccccc1N1CCN(CCCCN2CCC(CCOc3[nH]c4ccccc4n3)CC2)CC1,1.0,-36.73288
20,c1(=O)n(Cc2ccccc2)c(N2CCCC(N)C2)nc2n(C)c(=O)n(CCCC)c(=O)c12,1.0,-23.701042
10,C1N(CCN(CCCC#N)C2CCC3(c4cccc(N5CCN(C)CC5)c4)C(C2)C3)CCC1,1.0,-39.0347
3,C1CN(c2ccc(NC(c3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc3C(F)(F)F)=O)cc2)CCN1C,1.0,-26.80332
