smiles_1,smiles_2,label_proba,label_binary
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,0.5,0.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,0.540163516998291,1.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,0.5383678078651428,1.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,0.540163516998291,1.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,N=c1[nH]c(=N)c2cc(Cl)ccc2[nH]1,0.540163516998291,1.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,CC1C(C#N)=NN(c2ccc(Cl)cc2Cl)c2cscc21,0.5369218587875366,1.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,N#Cc1cc(S(N)(=O)=O)cnc1N(Cc1ccc(C(F)(F)F)cc1)Cc1cccc(F)c1,0.540163516998291,1.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,Nc1ccccc1C(=O)OCCNC(=O)CSc1ccccc1F,0.5308037400245667,1.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,O=C(O)c1cc2occc2n1Cc1ccc(Cl)cc1,0.540163516998291,1.0
COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,OCC(CO)c1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCC(N5CCOCC5)CC4)c3n2)cc1,0.5293368697166443,1.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,0.45983651280403137,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,0.5,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,0.4981931447982788,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,0.5,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,N=c1[nH]c(=N)c2cc(Cl)ccc2[nH]1,0.5,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,CC1C(C#N)=NN(c2ccc(Cl)cc2Cl)c2cscc21,0.4967389702796936,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,N#Cc1cc(S(N)(=O)=O)cnc1N(Cc1ccc(C(F)(F)F)cc1)Cc1cccc(F)c1,0.5,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,Nc1ccccc1C(=O)OCCNC(=O)CSc1ccccc1F,0.49059367179870605,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,O=C(O)c1cc2occc2n1Cc1ccc(Cl)cc1,0.5,0.0
O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,OCC(CO)c1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCC(N5CCOCC5)CC4)c3n2)cc1,0.48912209272384644,0.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,0.46163222193717957,0.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,0.5018068552017212,1.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,0.5,0.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,0.5018068552017212,1.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,N=c1[nH]c(=N)c2cc(Cl)ccc2[nH]1,0.5018068552017212,1.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,CC1C(C#N)=NN(c2ccc(Cl)cc2Cl)c2cscc21,0.4985458254814148,0.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,N#Cc1cc(S(N)(=O)=O)cnc1N(Cc1ccc(C(F)(F)F)cc1)Cc1cccc(F)c1,0.5018068552017212,1.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,Nc1ccccc1C(=O)OCCNC(=O)CSc1ccccc1F,0.49240005016326904,0.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,O=C(O)c1cc2occc2n1Cc1ccc(Cl)cc1,0.5018068552017212,1.0
Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,OCC(CO)c1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCC(N5CCOCC5)CC4)c3n2)cc1,0.49092820286750793,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,COc1cc(Cl)ccc1N=c1[nH]c2ccccc2c2[nH]c(N3CCCC3)nc12,0.45983651280403137,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,O=c1cc(C2CC=NN2C(=S)NC23CC4CC(CC(C4)C2)C3)ccn1C1CC1,0.5,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,Cc1ccc2[nH]c(C(=O)N3CCOCC3)c(NC(N)=O)c2c1,0.4981931447982788,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,0.5,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,N=c1[nH]c(=N)c2cc(Cl)ccc2[nH]1,0.5,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,CC1C(C#N)=NN(c2ccc(Cl)cc2Cl)c2cscc21,0.4967389702796936,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,N#Cc1cc(S(N)(=O)=O)cnc1N(Cc1ccc(C(F)(F)F)cc1)Cc1cccc(F)c1,0.5,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,Nc1ccccc1C(=O)OCCNC(=O)CSc1ccccc1F,0.49059367179870605,0.0
Cc1nc(N2CCCCC2)c2[nH]c(-c3ccc(Br)cc3)cc2n1,O=C(O)c1cc2occc2n1Cc1ccc(Cl)cc1,0.5,0.0
