,smiles,score,likelihood
10,C12(C)CCC(OC(CCCCCCCCCCCNC(=O)OC(C)(C)C)=O)CC1=CCC1C2CCC2(C)C(c3cc(O)oc3)CCC12O,0.4965265,-34.233257
16,c12ccccc1[nH]c(=O)c(CNCCc1ccc(OC)cc1)c2,0.49624637,-21.418396
20,o1c2c(c(=O)c(O)c1-c1cc(O)c(OC)c(OC)c1OC)c(O)cc(OC)c2OC,0.49594358,-30.31354
11,c1(-c2cc(C(F)(F)F)ccc2Oc2c(Cl)cc(S(Nc3ncsc3)(=O)=O)c(F)c2)cccc(=N)[nH]1,0.49584076,-25.104168
20,CCC(O)C(CN(C)CCON1C(=O)c2ccccc2C1=O)N,0.49581414,-41.328945
28,c1(N2CCNCC2)ccc(OCc2c(COc3ccc(C=Cc4cccc(C(O)=O)c4)c(Cl)c3)c(C(C)C)on2)cc1,0.49577668,-29.66779
29,C(c1n(C)nc(C)c1)(=O)Nc1sc(CC)c(C)c1C(=O)OC,0.49573913,-30.09889
8,Fc1cc(COc2cccc(C(=O)Nc3ccc(CN4CCOCC4)cc3)c2)c(F)cc1,0.49573034,-28.309658
24,COc1c(OC)cc(-c2cc(-c3ccc(C(=O)O)cc3)c3c(c2)N(CCCN(C)C)C(=O)OC3(C)C)cc1OC,0.49571428,-39.13707
12,n1c(CN2CCOCC2)n(Cc2cccc(F)c2)c2c1n(C)c(=O)n(C)c2=O,0.4956803,-23.532576
20,O(Cc1ccccc1)c1c(OC)cc2c(c1)CC1CC(C(=O)N3CCN(c4ccc(F)cc4)CC3)N(C(=O)c3ccccc3)C12,0.49566168,-39.664345
5,c1(CNC2c3cc4c(cc3C(c3cc(OC)c(O)c(OC)c3)C3C(=O)OCC23)OCO4)ccc(F)cc1,0.4956448,-20.600958
27,c1c(NC(C2(C(=O)Nc3ccc(F)cc3)CC2)=O)ccc(-n2c(=O)cnc3c2cc[nH]3)c1,0.4956303,-28.073404
14,O(C)c1cc(OC)ccc1NC(CC(S(=O)(c1sccc1)=O)c1cccs1)=O,0.49559876,-28.581041
13,C(c1ccc(N2CCN(S(c3cccc(C(=O)Nc4ccc(OC)cc4)c3)(=O)=O)CC2)cc1)(C)=O,0.49556985,-26.45218
9,c1cnc2c(c(CN3CCN(c4ccc(C#N)cc4)CC3)cc(OC)n2)c1C,0.49556512,-33.890762
17,c1(C)ccc2cc(CN(C(=O)c3ccncc3)CC3OCCC3)c(=O)[nH]c2c1,0.49556342,-22.762463
20,COc1cc(-c2cc(N(C(C3CC3)C3CC3)CC3CCOCC3)ncn2)ccc1OC(F)F,0.49553496,-34.96807
0,C1CN(c2ccccc2)CCN1S(c1cc(OC)c(OC)cc1)(=O)=O,0.49552196,-19.750767
8,C(#N)c1ccc(N=c2[nH]cc([N+]([O-])=O)c(OC3CC4N(S(=O)(c5sccc5)=O)c5ccccc5C4N3C)c2)cc1,0.49551898,-44.805073
