,smiles,score,likelihood
18,C1(O)C(O)C(O)C(N)CC1N,0.48302522,-16.284466
16,NC(N)=NCCCC(N)CN,0.48149562,-19.658373
12,C(C(CC)C)(C(O)O)OC,0.48144537,-25.821323
25,c1(O)c(O)ccc(Br)c1,0.48077884,-18.471064
13,O=C(CCCCCCCCCCCCCCC)N,0.48063856,-17.033245
13,c1c(Cl)cccn1,0.48047602,-14.419088
16,C1N(c2ccc(Cl)cc2)CCN(CCNC(=O)c2cc3ccccc3cc2)C1,0.4804538,-21.82982
9,C1CN(Cc2c(Br)cccc2F)CCN1C,0.48045346,-20.586075
18,C1CCCC(C23CC4CC(CC(C2)C4)C3)N1,0.48040712,-19.07373
28,n1(C)nc(-c2ccc(N)cc2)nn1,0.4803917,-21.155994
11,c1(C(F)(F)F)cc(Cl)nc(Cl)n1,0.48038995,-19.124796
4,C1C23C(C(NCC2)CC1)CCCC3,0.4803608,-22.782759
26,C1C(=N)NC(C)C(C)C1,0.48031652,-17.581255
0,C1CN(CCNc2cccnc2)CCN1c1ccc(Cl)cc1,0.48021013,-23.849167
26,c1cccc(CCO)c1CCNC1CCN(CCc2c(Cl)cccc2)CC1,0.4802099,-35.001617
24,c1c(Br)c(O)c(Br)cc1CCN,0.47991434,-14.939899
6,c1(CCN2CCC(c3ccccc3)=CC2)ncccc1,0.47989956,-20.522934
28,C12CC3CC(CC(C3)C1=C1CC1)C2N,0.47987542,-22.974049
3,N(C)(C)CC1NC(CCCCN)CN1,0.4798116,-27.877064
12,C(CCCN=C=S)(C)C,0.47966313,-19.560236
