smiles,label_proba,label_binary
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.27697447621609206,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.3447529059126722,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.4067252779574078,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.44280206947637424,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.23619690935378446,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.3227764264752673,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.30873201894326646,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.29089362680199093,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.5327719740874718,1
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.39672472115545765,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.23013815462585757,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.4480127447648397,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.5684421697606254,1
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.4594730761144768,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.20428955346396074,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.30780314277273696,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.48291766497802435,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.285459603497484,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.4006084928739849,0
c1ccc2c(C3CCNCC3)c[nH]c2c1,0.43368995540229577,0
