,smiles,score,likelihood
15,C1N(CCCN2c3c(cccc3)CCc3ccc(CCCCN4CCN(c5ccc(F)cc5OCCF)CC4)cc32)CCN(c2ncccc2Cl)C1,0.74230283,-47.3954
46,c1(CN2Cc3c(cccc3)CC2)ccc(C(NCCCCCCCCN2CCN(c3ccc(F)cc3OCCF)CC2)=O)cc1,0.73745054,-41.95421
60,c1cccc(N2CCN(CCCN3c4ccc(Cl)cc4CCc4ccc(F)cc43)CC2)c1OCCN1CCN(C2CCN(CCCCCCN3CCN(c4ccccc4OCCF)CC3)CC2)CC1,0.7369965,-77.08131
11,CC1CCN(CCCN2c3c(cccc3)CCc3ccc(CCCCN4CCN(c5ccc(F)cc5OCCF)CC4)cc32)CC1,0.7253207,-41.57021
16,C1CN(CCCN2c3c(cccc3)CCc3ccc(CCCCN4CCN(c5c(OCCF)cccc5)CC4)cc32)CCN1c1c2ccc(F)cc2sc1,0.7239457,-47.901688
37,C1CN(CCCN2c3c(cccc3)CCc3ccc(CCCCN4CCN(c5c(OCCF)cccc5)CC4)cc32)CCN1c1c2ccc(Cl)cc2[nH]c1,0.7238812,-47.470463
33,C1N(CCCN2c3c(cccc3)CCc3ccc(NCCCCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc32)CCN(c2c(OCCF)cccc2)C1,0.7229136,-47.763885
54,C1N(CCCN2c3c(cccc3)CCc3ccc(NCCCCCCN4CCN(c5c(Cl)c(Cl)ccc5)CC4)cc32)CCN(c2c(OCCF)cccc2)C1,0.7228022,-44.232895
2,C1N(CCCN2c3c(cccc3)CCc3ccc(CCCCN4CCN(c5c(OCCF)cccc5)CC4)cc32)CCN(c2c(Cl)c(Cl)ccc2)C1,0.7226929,-40.671837
58,N1(CCCN2c3c(cccc3)CCc3ccc(CCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc32)CCN(c2c(OCCF)cccc2)CC1,0.72254306,-44.346886
9,C1CN(CCCCCCN2c3c(cccc3)CCc3ccc(Cl)cc32)CCN1CCCCCCCCN1CCN(c2ccc(F)cc2OCCF)CC1,0.7224888,-44.432915
14,C1CN(CCCN2c3c(cccc3)CCc3ccc(CCCCN4CCN(c5ccc(F)cc5OCCF)CC4)cc32)CCN1C,0.72232556,-39.17718
36,C1N(CCCCCCN2CCN(c3c(OCCF)cccc3)CC2)C(=O)c2ccc(N3CCN(CCCCCCN4c5c(cccc5)CCc5ccccc54)CC3)cc21,0.7201353,-55.877945
19,C1N(CCCN2c3c(cccc3)CCc3ccc(CCCCN4CCN(c5ccc(F)cc5OCCF)CC4)cc32)CCN(c2c(OCCF)cccc2)C1,0.7195389,-45.707825
58,C1CN(CCCN2c3c(cccc3)CCc3ccc(NCCCCN4CCN(c5c(Cl)c(Cl)ccc5)CC4)cc32)CCN1CCCN1CCN(c2ccccc2OCCF)CC1,0.71927714,-52.566154
23,C12C(CN3CCN(c4ccc(F)cc4OCCF)CC3)CN=C1CCN(CCCCCCCCN1CCN(c3ccccc3OCCF)CC1)C2,0.7190388,-60.11502
39,C1N(CCCN2c3c(cccc3)CCc3ccc(CCCCCN4CCN(c5ccc(F)cc5OCCF)CC4)cc32)CCN(c2c(OCCF)cccc2)C1,0.7186762,-49.724495
11,N1(C2CCN(CCCCCCCCCCN3CCN(c4ccccc4OCCF)CC3)CC2)c2ccc(F)cc2CCC1=O,0.7185167,-37.410713
13,c1(OCCCCN2CCN(c3ccc(F)cc3OCCF)CC2)cc2c(cc1)CCC(=O)N2CCCN1CCN(c2ccccc2OCCF)CC1,0.7173018,-44.866753
49,C1N(CCCN2c3c(cccc3)CCc3ccc(NCCCCCCCN4CCN(c5cc6c(cc5)cccc6)CC4)cc32)CCN(c2c(OCCF)cccc2)C1,0.7157386,-50.78452
