Step,Scaffold,SMILES,Human-Component,raw_Human-Component,total_score,ID
199.0,c1ccc(N2CCN(CCCCc3ccc4c(c3)N(CCCN3CCN(c5ccccn5)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1cc(F)ccc1N1CCN(CCCCc2ccc3c(c2)N(CCCN2CCN(c4ncccc4Cl)CC2)c2ccccc2CC3)CC1,0.7423028349876404,0.7423028349876404,0.7423028349876404,fine-tune predictive component HITL_0
147.0,O=C(NCCCCCCCCN1CCN(c2ccccc2)CC1)c1ccc(CN2CCc3ccccc3C2)cc1,O=C(NCCCCCCCCN1CCN(c2ccc(F)cc2OCCF)CC1)c1ccc(CN2CCc3ccccc3C2)cc1,0.7374505400657654,0.7374505400657654,0.7374505400657654,fine-tune predictive component HITL_1
174.0,c1ccc(N2CCN(CCCCCCN3CCC(N4CCN(CCOc5ccccc5N5CCN(CCCN6c7ccccc7CCc7ccccc76)CC5)CC4)CC3)CC2)cc1,FCCOc1ccccc1N1CCN(CCCCCCN2CCC(N3CCN(CCOc4ccccc4N4CCN(CCCN5c6ccc(Cl)cc6CCc6ccc(F)cc65)CC4)CC3)CC2)CC1,0.7369964718818665,0.7369964718818665,0.7369964718818665,fine-tune predictive component HITL_2
194.0,c1ccc(N2CCN(CCCCc3ccc4c(c3)N(CCCN3CCCCC3)c3ccccc3CC4)CC2)cc1,CC1CCN(CCCN2c3ccccc3CCc3ccc(CCCCN4CCN(c5ccc(F)cc5OCCF)CC4)cc32)CC1,0.7253206968307495,0.7253206968307495,0.7253206968307495,fine-tune predictive component HITL_3
185.0,c1ccc(N2CCN(CCCCc3ccc4c(c3)N(CCCN3CCN(c5csc6ccccc56)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1ccccc1N1CCN(CCCCc2ccc3c(c2)N(CCCN2CCN(c4csc5cc(F)ccc45)CC2)c2ccccc2CC3)CC1,0.723945677280426,0.723945677280426,0.723945677280426,fine-tune predictive component HITL_4
187.0,c1ccc(N2CCN(CCCCc3ccc4c(c3)N(CCCN3CCN(c5c[nH]c6ccccc56)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1ccccc1N1CCN(CCCCc2ccc3c(c2)N(CCCN2CCN(c4c[nH]c5cc(Cl)ccc45)CC2)c2ccccc2CC3)CC1,0.723881185054779,0.723881185054779,0.723881185054779,fine-tune predictive component HITL_5
198.0,c1ccc(N2CCN(CCCCCCCCNc3ccc4c(c3)N(CCCN3CCN(c5ccccc5)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1ccccc1N1CCN(CCCN2c3ccccc3CCc3ccc(NCCCCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc32)CC1,0.7229136228561401,0.7229136228561401,0.7229136228561401,fine-tune predictive component HITL_6
170.0,c1ccc(N2CCN(CCCCCCNc3ccc4c(c3)N(CCCN3CCN(c5ccccc5)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1ccccc1N1CCN(CCCN2c3ccccc3CCc3ccc(NCCCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc32)CC1,0.7228022217750549,0.7228022217750549,0.7228022217750549,fine-tune predictive component HITL_7
140.0,c1ccc(N2CCN(CCCCc3ccc4c(c3)N(CCCN3CCN(c5ccccc5)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1ccccc1N1CCN(CCCCc2ccc3c(c2)N(CCCN2CCN(c4cccc(Cl)c4Cl)CC2)c2ccccc2CC3)CC1,0.7226929068565369,0.7226929068565369,0.7226929068565369,fine-tune predictive component HITL_8
190.0,c1ccc(N2CCN(CCCCCc3ccc4c(c3)N(CCCN3CCN(c5ccccc5)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1ccccc1N1CCN(CCCN2c3ccccc3CCc3ccc(CCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc32)CC1,0.7225430607795715,0.7225430607795715,0.7225430607795715,fine-tune predictive component HITL_9
191.0,c1ccc(N2CCN(CCCCCCCCN3CCN(CCCCCCN4c5ccccc5CCc5ccccc54)CC3)CC2)cc1,FCCOc1cc(F)ccc1N1CCN(CCCCCCCCN2CCN(CCCCCCN3c4ccccc4CCc4ccc(Cl)cc43)CC2)CC1,0.7224888205528259,0.7224888205528259,0.7224888205528259,fine-tune predictive component HITL_10
189.0,c1ccc(N2CCN(CCCCc3ccc4c(c3)N(CCCN3CCNCC3)c3ccccc3CC4)CC2)cc1,CN1CCN(CCCN2c3ccccc3CCc3ccc(CCCCN4CCN(c5ccc(F)cc5OCCF)CC4)cc32)CC1,0.7223255634307861,0.7223255634307861,0.7223255634307861,fine-tune predictive component HITL_11
196.0,O=C1c2ccc(N3CCN(CCCCCCN4c5ccccc5CCc5ccccc54)CC3)cc2CN1CCCCCCN1CCN(c2ccccc2)CC1,O=C1c2ccc(N3CCN(CCCCCCN4c5ccccc5CCc5ccccc54)CC3)cc2CN1CCCCCCN1CCN(c2ccccc2OCCF)CC1,0.7201352715492249,0.7201352715492249,0.7201352715492249,fine-tune predictive component HITL_12
181.0,c1ccc(N2CCN(CCCCc3ccc4c(c3)N(CCCN3CCN(c5ccccc5)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1cc(F)ccc1N1CCN(CCCCc2ccc3c(c2)N(CCCN2CCN(c4ccccc4OCCF)CC2)c2ccccc2CC3)CC1,0.7195389270782471,0.7195389270782471,0.7195389270782471,fine-tune predictive component HITL_13
179.0,c1ccc(N2CCN(CCCCNc3ccc4c(c3)N(CCCN3CCN(CCCN5CCN(c6ccccc6)CC5)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1ccccc1N1CCN(CCCN2CCN(CCCN3c4ccccc4CCc4ccc(NCCCCN5CCN(c6cccc(Cl)c6Cl)CC5)cc43)CC2)CC1,0.7192771434783936,0.7192771434783936,0.7192771434783936,fine-tune predictive component HITL_14
151.0,c1ccc(N2CCN(CCCCCCCCN3CCC4=NCC(CN5CCN(c6ccccc6)CC5)C4C3)CC2)cc1,FCCOc1ccccc1N1CCN(CCCCCCCCN2CCC3=NCC(CN4CCN(c5ccc(F)cc5OCCF)CC4)C3C2)CC1,0.7190387845039368,0.7190387845039368,0.7190387845039368,fine-tune predictive component HITL_15
165.0,c1ccc(N2CCN(CCCCCc3ccc4c(c3)N(CCCN3CCN(c5ccccc5)CC3)c3ccccc3CC4)CC2)cc1,FCCOc1cc(F)ccc1N1CCN(CCCCCc2ccc3c(c2)N(CCCN2CCN(c4ccccc4OCCF)CC2)c2ccccc2CC3)CC1,0.7186762094497681,0.7186762094497681,0.7186762094497681,fine-tune predictive component HITL_16
187.0,O=C1CCc2ccccc2N1C1CCN(CCCCCCCCCCN2CCN(c3ccccc3)CC2)CC1,O=C1CCc2cc(F)ccc2N1C1CCN(CCCCCCCCCCN2CCN(c3ccccc3OCCF)CC2)CC1,0.7185167074203491,0.7185167074203491,0.7185167074203491,fine-tune predictive component HITL_17
182.0,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1CCCN1CCN(c2ccccc2)CC1,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(F)cc4OCCF)CC3)cc2N1CCCN1CCN(c2ccccc2OCCF)CC1,0.7173017859458923,0.7173017859458923,0.7173017859458923,fine-tune predictive component HITL_18
