,smiles,score,likelihood
59,c1cccc2n(-c3c(OC)ccc(C)c3)cc(CN3CCN(c4cccc5c4nc(C(F)(F)F)[nH]5)CC3)c12,1.0,-34.485146
42,N1(c2c(F)cccc2)CCN(CCN2CCN(c3cc(O)ccc3)CC2)CC1,1.0,-26.261255
9,FC(F)(c1n2c(cc(-c3cccc(OCCCCN4CCN(c5ccccc5Cl)CC4)c3)n2)nc(OC)c1)F,1.0,-38.652447
35,C1CCCc2c(OCCCCCN3CCN(c4ccc(F)cc4)CC3)cccc21,1.0,-26.848328
63,c1(N2CCC(CCN3CCN(c4c(OC)cccc4)CC3)CC2)ccncc1,1.0,-25.34659
52,C1CCN(CCCNC(=O)c2sc3c(cc(Cl)cc3)c2Cl)CC1,1.0,-23.298092
23,C(CCN1CCN(c2ccccc2C)CC1)CNC(c1ccc2ccccc2c1)=O,1.0,-23.485811
42,C1N(c2c(C)cccc2)CCN(CCCNC(c2cc3c(c(Br)cn3Cc3ccc(F)cc3)cc2)=O)C1,1.0,-32.334114
32,c1(C)cccc(N2CCN(CCCNC(c3c(C)n(-c4ccc(F)cc4)c(C)n3)=O)CC2)c1C,1.0,-23.48675
56,c1(-c2sc3c(cccc3)c2)cc(CCCCN2CCN(c3ccccc3OC)CC2)c(OC)cc1,1.0,-33.448723
49,C1CN(CCN2CCCCC2)CCN1c1cc(Cl)ccc1,1.0,-20.291306
4,c12c(OCCCCCN3CCN(c4ccccc4OC)CC3)cccc1CNC2=O,1.0,-25.388624
10,C1CN(CCCNC(CCc2c(Cl)c(O)cc(O)c2C(OC)=O)=O)CCN1c1ccccc1OC,1.0,-24.629269
25,N1(CCCCCNC(=O)C2C(c3cc(Cl)c(Cl)cc3)CCN(C)C2)CCN(c2ccccc2OC)CC1,1.0,-24.440031
21,c1c(CCN2CCN(c3ccccc3OC)CC2)cc2c3ccccc3oc2c1,1.0,-25.013588
22,c1(CCC)c(OCCCCN2CCN(c3ccc(OC)cc3)CC2)cccc1,1.0,-22.442575
16,Fc1ccccc1N1CCN(CCCCn2c(O)c3c(c2O)C2(CCc4c2cccc4)CC3)CC1,1.0,-26.774221
22,s1c2ccc(C)cc2cc1N1CCN(CCCNC(=O)c2cc3c(cc2)-c2ccccc2C3=O)CC1,1.0,-35.803753
41,c1ccccc1NCCN1CCN(c2c([N+]([O-])=O)cc(Cl)cc2)CC1,1.0,-26.518373
3,c1c(C(=O)NCCCN2CCN(c3c(OC)cccc3)CC2)cccc1,1.0,-20.833536
