smiles_1,smiles_2,label_1_proba,label_2_proba,label_1_binary,label_2_binary,compare_proba,compare_binary
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1,O=c1oc2cc(F)ccc2n1CCCN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,0.05078160109331271,0.8473044711904966,0.0,1.0,0.31076980157257733,0.0
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1,CN(C)CCCCOc1ccc2c(c1)oc1ccc(Br)cc12,0.05078160109331271,0.1768986436781071,0.0,0.0,0.4685124637337277,0.0
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,0.05078160109331271,0.15752267106047235,0.0,0.0,0.4733400405700113,0.0
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1,COC(=O)C12CC3CC(CC(C1)C3C)O2,0.05078160109331271,0.0,0.0,0.0,0.5126926727658394,1.0
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1,CC(=NNC(=S)Nc1ccccc1C(=O)N1CCOCC1)c1ccc2c(c1)OCO2,0.05078160109331271,0.0,0.0,0.0,0.5126926727658394,1.0
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1,Cc1c(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)c(=O)n(-c2ccccc2)n1C,0.05078160109331271,0.1586234366784945,0.0,0.0,0.47306563961883014,0.0
COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1,c1cc(-n2cnnc2)ccc1-c1nn[nH]n1,0.05078160109331271,0.08024980020984387,0.0,0.0,0.4926334832879169,0.0
O=c1oc2cc(F)ccc2n1CCCN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,COc1ccc(C=CC(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)cc1,0.8473044711904966,0.05078160109331271,1.0,0.0,0.6892301984274226,1.0
O=c1oc2cc(F)ccc2n1CCCN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,CN(C)CCCCOc1ccc2c(c1)oc1ccc(Br)cc12,0.8473044711904966,0.1768986436781071,1.0,0.0,0.6615940248154955,1.0
O=c1oc2cc(F)ccc2n1CCCN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,0.8473044711904966,0.15752267106047235,1.0,0.0,0.665918385346594,1.0
